racename~illoss~olloss~medpstime~notpittime
2010australia~21.1~7.8~24.0~3.18
2010europe~16.0~6.25~21.15~5.3
2010hungary~3.4~18.4~21.3~2.8
2010belgium~4.3~14.5~22.5~8.5
2010singapore~8~21.4~30~8.7
2012brazil~4.5~16.5~22.4~6
2014monaco~19.7~3.9~26.10~6.5
2015greatbritain~-1.5~20~30~8
2015russia~5.2~21.8~30.3~8.5
2015usa~1~20.6~23.7~3.2
2016greatbritain~-1~20.5~29.8~8.5
2017canada~16.45~2.25~23.5~7.28
2017azerbaijan~6.00~17.2~20.6~3.4
2017mexico~3.65~19.4~22.7~3.3
2018australia~19.2~5.6~22.22~3.5
2018azerbaijan~6.00~17.2~20.6~3.4
2018france~22.0045~3.4625~25.021~2.7735
