"racename","qs","driver","isoutlier"
"2014hungary",2,"rgrosjean",0
"2014hungary",2,"jbianchi",0
"2014hungary",3,"nrosberg",0
"2014hungary",3,"svettel",0
"2014hungary",3,"vbottas",0
"2014hungary",3,"dricciardo",0
"2014hungary",3,"falonso",0
"2014hungary",3,"fmassa",0
"2014hungary",3,"jbutton",0
"2014hungary",3,"jvergne",0
"2014hungary",3,"nhulkenberg",0
"2014belgium",1,"nrosberg",0
"2014belgium",1,"lhamilton",0
"2014belgium",1,"fmassa",0
"2014belgium",1,"vbottas",0
"2014belgium",1,"jvergne",0
"2014belgium",1,"kraikkonen",0
"2014belgium",1,"dricciardo",0
"2014belgium",1,"svettel",0
"2014belgium",1,"falonso",0
"2014belgium",1,"dkvyat",0
"2014belgium",1,"jbutton",0
"2014belgium",1,"sperez",0
"2014belgium",1,"rgrosjean",0
"2014belgium",1,"asutil",0
"2014belgium",1,"jbianchi",0
"2014belgium",1,"kmagnussen",0
"2014belgium",1,"pmaldonado",0
"2014belgium",1,"nhulkenberg",0
"2014belgium",1,"mchilton",0
"2014belgium",1,"egutierrez",0
"2014belgium",1,"alotterer",0
"2014belgium",1,"mericsson",0
"2014belgium",2,"lhamilton",0
"2014belgium",2,"nrosberg",0
"2014belgium",2,"falonso",0
"2014belgium",2,"vbottas",0
"2014belgium",2,"kraikkonen",0
"2014belgium",2,"fmassa",0
"2014belgium",2,"svettel",0
"2014belgium",2,"kmagnussen",0
"2014belgium",2,"dricciardo",0
"2014belgium",2,"jbutton",0
"2014belgium",2,"dkvyat",0
"2014belgium",2,"jvergne",0
"2014belgium",2,"sperez",0
"2014belgium",2,"asutil",0
"2014belgium",2,"rgrosjean",0
"2014belgium",2,"jbianchi",0
"2014belgium",3,"nrosberg",0
"2014belgium",3,"lhamilton",0
"2014belgium",3,"svettel",0
"2014belgium",3,"falonso",0
"2014belgium",3,"dricciardo",0
"2014belgium",3,"vbottas",0
"2014belgium",3,"kmagnussen",0
"2014belgium",3,"kraikkonen",0
"2014belgium",3,"fmassa",0
"2014belgium",3,"jbutton",0
"2014italy",1,"lhamilton",0
"2014italy",1,"nrosberg",0
"2014italy",1,"fmassa",0
"2014italy",1,"vbottas",0
"2014italy",1,"jvergne",0
"2014italy",1,"dkvyat",0
"2014italy",1,"jbutton",0
"2014italy",1,"kmagnussen",0
"2014italy",1,"nhulkenberg",0
"2014italy",1,"falonso",0
"2014italy",1,"sperez",0
"2014italy",1,"svettel",0
"2014italy",1,"kraikkonen",0
"2014italy",1,"dricciardo",0
"2014italy",1,"egutierrez",0
"2014italy",1,"asutil",0
"2014italy",1,"pmaldonado",0
"2014italy",1,"rgrosjean",0
"2014italy",1,"kkobayashi",0
"2014italy",1,"jbianchi",0
"2014italy",1,"mchilton",0
"2014italy",1,"mericsson",0
"2014italy",2,"lhamilton",0
"2014italy",2,"nrosberg",0
"2014italy",2,"vbottas",0
"2014italy",2,"fmassa",0
"2014italy",2,"falonso",0
"2014italy",2,"jbutton",0
"2014italy",2,"svettel",0
"2014italy",2,"sperez",0
"2014italy",2,"dricciardo",0
"2014italy",2,"kmagnussen",0
"2014italy",2,"dkvyat",0
"2014italy",2,"kraikkonen",0
"2014italy",2,"jvergne",0
"2014italy",2,"nhulkenberg",0
"2014italy",2,"asutil",0
"2014italy",2,"egutierrez",0
"2014italy",3,"lhamilton",0
"2014italy",3,"nrosberg",0
"2014italy",3,"vbottas",0
"2014italy",3,"fmassa",0
"2014italy",3,"kmagnussen",0
"2014italy",3,"jbutton",0
"2014italy",3,"falonso",0
"2014italy",3,"svettel",0
"2014italy",3,"dricciardo",0
"2014italy",3,"sperez",0
"2014singapore",1,"kraikkonen",0
"2014singapore",1,"falonso",0
"2014singapore",1,"lhamilton",0
"2014singapore",1,"jbutton",0
"2014singapore",1,"vbottas",0
"2014singapore",1,"nrosberg",0
"2014singapore",1,"nhulkenberg",0
"2014singapore",1,"jvergne",0
"2014singapore",1,"svettel",0
"2014singapore",1,"dricciardo",0
"2014singapore",1,"fmassa",0
"2014singapore",1,"dkvyat",0
"2014singapore",1,"rgrosjean",0
"2014singapore",1,"egutierrez",0
"2014singapore",1,"kmagnussen",0
"2014singapore",1,"sperez",0
"2014singapore",1,"asutil",0
"2014singapore",1,"pmaldonado",0
"2014singapore",1,"jbianchi",0
"2014singapore",1,"kkobayashi",0
"2014singapore",1,"mchilton",0
"2014singapore",1,"mericsson",0
"2014singapore",2,"nrosberg",0
"2014singapore",2,"lhamilton",0
"2014singapore",2,"falonso",0
"2014singapore",2,"kraikkonen",0
"2014singapore",2,"fmassa",0
"2014singapore",2,"dricciardo",0
"2014singapore",2,"svettel",0
"2014singapore",2,"vbottas",0
"2014singapore",2,"kmagnussen",0
"2014singapore",2,"dkvyat",0
"2014singapore",2,"jbutton",0
"2014singapore",2,"jvergne",0
"2014singapore",2,"nhulkenberg",0
"2014singapore",2,"egutierrez",0
"2014singapore",2,"sperez",0
"2014singapore",2,"rgrosjean",0
"2014singapore",3,"lhamilton",0
"2014singapore",3,"nrosberg",0
"2014singapore",3,"dricciardo",0
"2014singapore",3,"svettel",0
"2014singapore",3,"falonso",0
"2014singapore",3,"fmassa",0
"2014singapore",3,"kraikkonen",0
"2014singapore",3,"vbottas",0
"2014singapore",3,"kmagnussen",0
"2014singapore",3,"dkvyat",0
"2014japan",1,"lhamilton",0
"2014japan",1,"nrosberg",0
"2014japan",1,"vbottas",0
"2014japan",1,"fmassa",0
"2014japan",1,"falonso",0
"2014japan",1,"kmagnussen",0
"2014japan",1,"kraikkonen",0
"2014japan",1,"nhulkenberg",0
"2014japan",1,"jbutton",0
"2014japan",1,"jvergne",0
"2014japan",1,"dkvyat",0
"2014japan",1,"egutierrez",0
"2014japan",1,"sperez",0
"2014japan",1,"svettel",0
"2014japan",1,"dricciardo",0
"2014japan",1,"asutil",0
"2014japan",1,"pmaldonado",0
"2014japan",1,"rgrosjean",0
"2014japan",1,"mericsson",0
"2014japan",1,"jbianchi",0
"2014japan",1,"kkobayashi",0
"2014japan",1,"mchilton",0
"2014japan",2,"nrosberg",0
"2014japan",2,"lhamilton",0
"2014japan",2,"vbottas",0
"2014japan",2,"fmassa",0
"2014japan",2,"falonso",0
"2014japan",2,"kmagnussen",0
"2014japan",2,"dricciardo",0
"2014japan",2,"jbutton",0
"2014japan",2,"kraikkonen",0
"2014japan",2,"svettel",0
"2014japan",2,"jvergne",0
"2014japan",2,"sperez",0
"2014japan",2,"dkvyat",0
"2014japan",2,"nhulkenberg",0
"2014japan",2,"asutil",0
"2014japan",2,"egutierrez",0
"2014japan",3,"nrosberg",0
"2014japan",3,"lhamilton",0
"2014japan",3,"vbottas",0
"2014japan",3,"fmassa",0
"2014japan",3,"falonso",0
"2014japan",3,"dricciardo",0
"2014japan",3,"kmagnussen",0
"2014japan",3,"jbutton",0
"2014japan",3,"svettel",0
"2014japan",3,"kraikkonen",0
"2014russia",1,"lhamilton",0
"2014russia",1,"nrosberg",0
"2014russia",1,"vbottas",0
"2014russia",1,"jbutton",0
"2014russia",1,"kmagnussen",0
"2014russia",1,"dkvyat",0
"2014russia",1,"kraikkonen",0
"2014russia",1,"falonso",0
"2014russia",1,"nhulkenberg",0
"2014russia",1,"jvergne",0
"2014russia",1,"svettel",0
"2014russia",1,"dricciardo",0
"2014russia",1,"sperez",0
"2014russia",1,"asutil",0
"2014russia",1,"egutierrez",0
"2014russia",1,"rgrosjean",0
"2014russia",1,"mericsson",0
"2014russia",1,"fmassa",1
"2014russia",1,"kkobayashi",0
"2014russia",1,"pmaldonado",0
"2014russia",1,"mchilton",0
"2014russia",2,"lhamilton",0
"2014russia",2,"nrosberg",0
"2014russia",2,"vbottas",0
"2014russia",2,"kmagnussen",0
"2014russia",2,"dkvyat",0
"2014russia",2,"jbutton",0
"2014russia",2,"dricciardo",0
"2014russia",2,"falonso",0
"2014russia",2,"kraikkonen",0
"2014russia",2,"jvergne",0
"2014russia",2,"svettel",0
"2014russia",2,"nhulkenberg",0
"2014russia",2,"sperez",0
"2014russia",2,"egutierrez",0
"2014russia",2,"asutil",0
"2014russia",2,"rgrosjean",0
"2014russia",3,"lhamilton",0
"2014russia",3,"nrosberg",0
"2014russia",3,"vbottas",0
"2014russia",3,"jbutton",0
"2014russia",3,"dkvyat",0
"2014russia",3,"kmagnussen",0
"2014russia",3,"dricciardo",0
"2014russia",3,"falonso",0
"2014russia",3,"kraikkonen",0
"2014russia",3,"jvergne",0
"2014usa",1,"lhamilton",0
"2014usa",1,"fmassa",0
"2014usa",1,"vbottas",0
"2014usa",1,"nrosberg",0
"2014usa",1,"falonso",0
"2014usa",1,"kmagnussen",0
"2014usa",1,"jbutton",0
"2014usa",1,"pmaldonado",0
"2014usa",1,"kraikkonen",0
"2014usa",1,"dricciardo",0
"2014usa",1,"asutil",0
"2014usa",1,"nhulkenberg",0
"2014usa",1,"dkvyat",0
"2014usa",1,"sperez",0
"2014usa",1,"jvergne",0
"2014usa",1,"egutierrez",0
"2014usa",1,"svettel",0
"2014usa",1,"rgrosjean",0
"2014usa",2,"nrosberg",0
"2014usa",2,"lhamilton",0
"2014usa",2,"fmassa",0
"2014usa",2,"vbottas",0
"2014usa",2,"dricciardo",0
"2014usa",2,"falonso",0
"2014usa",2,"jbutton",0
"2014usa",2,"kmagnussen",0
"2014usa",2,"kraikkonen",0
"2014usa",2,"asutil",0
"2014usa",2,"pmaldonado",0
"2014usa",2,"sperez",0
"2014usa",2,"nhulkenberg",0
"2014usa",2,"dkvyat",0
"2014usa",3,"nrosberg",0
"2014usa",3,"lhamilton",0
"2014usa",3,"vbottas",0
"2014usa",3,"fmassa",0
"2014usa",3,"dricciardo",0
"2014usa",3,"falonso",0
"2014usa",3,"jbutton",0
"2014usa",3,"kmagnussen",0
"2014usa",3,"kraikkonen",0
"2014usa",3,"asutil",0
"2014brazil",1,"nrosberg",0
"2014brazil",1,"lhamilton",0
"2014brazil",1,"fmassa",0
"2014brazil",1,"vbottas",0
"2014brazil",1,"jbutton",0
"2014brazil",1,"kmagnussen",0
"2014brazil",1,"kraikkonen",0
"2014brazil",1,"dkvyat",0
"2014brazil",1,"egutierrez",0
"2014brazil",1,"falonso",0
"2014brazil",1,"dricciardo",0
"2014brazil",1,"nhulkenberg",0
"2014brazil",1,"svettel",0
"2014brazil",1,"asutil",0
"2014brazil",1,"rgrosjean",0
"2014brazil",1,"jvergne",0
"2014brazil",1,"sperez",0
"2014brazil",1,"pmaldonado",0
"2014brazil",2,"nrosberg",0
"2014brazil",2,"fmassa",0
"2014brazil",2,"vbottas",0
"2014brazil",2,"lhamilton",0
"2014brazil",2,"jbutton",0
"2014brazil",2,"svettel",0
"2014brazil",2,"kraikkonen",0
"2014brazil",2,"dricciardo",0
"2014brazil",2,"kmagnussen",0
"2014brazil",2,"falonso",0
"2014brazil",2,"egutierrez",0
"2014brazil",2,"nhulkenberg",0
"2014brazil",2,"asutil",0
"2014brazil",3,"nrosberg",0
"2014brazil",3,"lhamilton",0
"2014brazil",3,"fmassa",0
"2014brazil",3,"vbottas",0
"2014brazil",3,"jbutton",0
"2014brazil",3,"svettel",0
"2014brazil",3,"kmagnussen",0
"2014brazil",3,"falonso",0
"2014brazil",3,"dricciardo",0
"2014brazil",3,"kraikkonen",0
"2014abudhabi",1,"lhamilton",0
"2014abudhabi",1,"nrosberg",0
"2014abudhabi",1,"fmassa",0
"2014abudhabi",1,"kmagnussen",0
"2014abudhabi",1,"jbutton",0
"2014abudhabi",1,"dricciardo",0
"2014abudhabi",1,"dkvyat",0
"2014abudhabi",1,"vbottas",0
"2014abudhabi",1,"jvergne",0
"2014abudhabi",1,"kraikkonen",0
"2014abudhabi",1,"nhulkenberg",0
"2014abudhabi",1,"falonso",0
"2014abudhabi",1,"svettel",0
"2014abudhabi",1,"sperez",0
"2014abudhabi",1,"asutil",0
"2014abudhabi",1,"rgrosjean",0
"2014abudhabi",1,"egutierrez",0
"2014abudhabi",1,"pmaldonado",0
"2014abudhabi",1,"kkobayashi",0
"2014abudhabi",1,"wstevens",0
"2014abudhabi",2,"lhamilton",0
"2014abudhabi",2,"fmassa",0
"2014abudhabi",2,"vbottas",0
"2014abudhabi",2,"nrosberg",0
"2014abudhabi",2,"dricciardo",0
"2014abudhabi",2,"jbutton",0
"2014abudhabi",2,"falonso",0
"2014abudhabi",2,"dkvyat",0
"2014abudhabi",2,"svettel",0
"2014abudhabi",2,"kraikkonen",0
"2014abudhabi",2,"kmagnussen",0
"2014abudhabi",2,"jvergne",0
"2014abudhabi",2,"sperez",0
"2014abudhabi",2,"nhulkenberg",0
"2014abudhabi",2,"asutil",0
"2014abudhabi",3,"nrosberg",0
"2014abudhabi",3,"lhamilton",0
"2014abudhabi",3,"vbottas",0
"2014abudhabi",3,"fmassa",0
"2014abudhabi",3,"dricciardo",0
"2014abudhabi",3,"svettel",0
"2014abudhabi",3,"dkvyat",0
"2014abudhabi",3,"jbutton",0
"2014abudhabi",3,"kraikkonen",0
"2014abudhabi",3,"falonso",0
"2015australia",1,"lhamilton",0
"2015australia",1,"nrosberg",0
"2015australia",1,"fmassa",0
"2015australia",1,"mverstappen",0
"2015australia",1,"svettel",0
"2015australia",1,"rgrosjean",0
"2015australia",1,"csainz",0
"2015australia",1,"vbottas",0
"2015australia",1,"nhulkenberg",0
"2015australia",1,"kraikkonen",0
"2015australia",1,"dricciardo",0
"2015australia",1,"pmaldonado",0
"2015australia",1,"sperez",0
"2015australia",1,"dkvyat",0
"2015australia",1,"lnasr",0
"2015australia",1,"mericsson",0
"2015australia",1,"jbutton",0
"2015australia",1,"kmagnussen",0
"2015australia",2,"lhamilton",0
"2015australia",2,"nrosberg",0
"2015australia",2,"svettel",0
"2015australia",2,"vbottas",0
"2015australia",2,"kraikkonen",0
"2015australia",2,"fmassa",0
"2015australia",2,"rgrosjean",0
"2015australia",2,"csainz",0
"2015australia",2,"dricciardo",0
"2015australia",2,"pmaldonado",0
"2015australia",2,"lnasr",0
"2015australia",2,"mverstappen",0
"2015australia",2,"dkvyat",0
"2015australia",2,"nhulkenberg",0
"2015australia",2,"sperez",0
"2015australia",3,"lhamilton",0
"2015australia",3,"nrosberg",0
"2015australia",3,"fmassa",0
"2015australia",3,"svettel",0
"2015australia",3,"kraikkonen",0
"2015australia",3,"vbottas",0
"2015australia",3,"dricciardo",0
"2015australia",3,"csainz",0
"2015australia",3,"rgrosjean",0
"2015australia",3,"pmaldonado",0
"2015malaysia",1,"lhamilton",0
"2015malaysia",1,"nrosberg",0
"2015malaysia",1,"svettel",0
"2015malaysia",1,"csainz",0
"2015malaysia",1,"vbottas",0
"2015malaysia",1,"rgrosjean",0
"2015malaysia",1,"mericsson",0
"2015malaysia",1,"pmaldonado",0
"2015malaysia",1,"kraikkonen",0
"2015malaysia",1,"dricciardo",0
"2015malaysia",1,"fmassa",0
"2015malaysia",1,"dkvyat",0
"2015malaysia",1,"mverstappen",0
"2015malaysia",1,"nhulkenberg",0
"2015malaysia",1,"sperez",0
"2015malaysia",1,"lnasr",0
"2015malaysia",1,"jbutton",0
"2015malaysia",1,"falonso",0
"2015malaysia",1,"rmehri",1
"2015malaysia",2,"nrosberg",0
"2015malaysia",2,"svettel",0
"2015malaysia",2,"vbottas",0
"2015malaysia",2,"dricciardo",0
"2015malaysia",2,"rgrosjean",0
"2015malaysia",2,"fmassa",0
"2015malaysia",2,"mverstappen",0
"2015malaysia",2,"lhamilton",0
"2015malaysia",2,"dkvyat",0
"2015malaysia",2,"mericsson",0
"2015malaysia",2,"kraikkonen",0
"2015malaysia",2,"pmaldonado",0
"2015malaysia",2,"nhulkenberg",0
"2015malaysia",2,"sperez",0
"2015malaysia",2,"csainz",0
"2015malaysia",3,"lhamilton",0
"2015malaysia",3,"svettel",0
"2015malaysia",3,"nrosberg",0
"2015malaysia",3,"dricciardo",0
"2015malaysia",3,"dkvyat",0
"2015malaysia",3,"mverstappen",0
"2015malaysia",3,"fmassa",0
"2015malaysia",3,"rgrosjean",0
"2015malaysia",3,"vbottas",0
"2015malaysia",3,"mericsson",0
"2015china",1,"svettel",0
"2015china",1,"kraikkonen",0
"2015china",1,"vbottas",0
"2015china",1,"rgrosjean",0
"2015china",1,"lhamilton",0
"2015china",1,"mverstappen",0
"2015china",1,"fmassa",0
"2015china",1,"nrosberg",0
"2015china",1,"lnasr",0
"2015china",1,"dricciardo",0
"2015china",1,"pmaldonado",0
"2015china",1,"csainz",0
"2015china",1,"sperez",0
"2015china",1,"mericsson",0
"2015china",1,"dkvyat",0
"2015china",1,"nhulkenberg",0
"2015china",1,"jbutton",0
"2015china",1,"falonso",0
"2015china",1,"wstevens",0
"2015china",1,"rmehri",0
"2015china",2,"lhamilton",0
"2015china",2,"nrosberg",0
"2015china",2,"svettel",0
"2015china",2,"kraikkonen",0
"2015china",2,"fmassa",0
"2015china",2,"vbottas",0
"2015china",2,"dricciardo",0
"2015china",2,"lnasr",0
"2015china",2,"rgrosjean",0
"2015china",2,"mericsson",0
"2015china",2,"pmaldonado",0
"2015china",2,"dkvyat",0
"2015china",2,"mverstappen",0
"2015china",2,"csainz",0
"2015china",2,"sperez",0
"2015china",3,"lhamilton",0
"2015china",3,"nrosberg",0
"2015china",3,"svettel",0
"2015china",3,"fmassa",0
"2015china",3,"vbottas",0
"2015china",3,"kraikkonen",0
"2015china",3,"dricciardo",0
"2015china",3,"rgrosjean",0
"2015china",3,"lnasr",0
"2015china",3,"mericsson",0
"2015bahrain",1,"lhamilton",0
"2015bahrain",1,"vbottas",0
"2015bahrain",1,"nrosberg",0
"2015bahrain",1,"fmassa",0
"2015bahrain",1,"kraikkonen",0
"2015bahrain",1,"dricciardo",0
"2015bahrain",1,"svettel",0
"2015bahrain",1,"rgrosjean",0
"2015bahrain",1,"falonso",0
"2015bahrain",1,"lnasr",0
"2015bahrain",1,"csainz",0
"2015bahrain",1,"mericsson",0
"2015bahrain",1,"sperez",0
"2015bahrain",1,"mverstappen",0
"2015bahrain",1,"nhulkenberg",0
"2015bahrain",1,"pmaldonado",0
"2015bahrain",1,"dkvyat",0
"2015bahrain",1,"wstevens",0
"2015bahrain",1,"rmehri",0
"2015bahrain",2,"lhamilton",0
"2015bahrain",2,"kraikkonen",0
"2015bahrain",2,"fmassa",0
"2015bahrain",2,"svettel",0
"2015bahrain",2,"nrosberg",0
"2015bahrain",2,"vbottas",0
"2015bahrain",2,"rgrosjean",0
"2015bahrain",2,"dricciardo",0
"2015bahrain",2,"nhulkenberg",0
"2015bahrain",2,"csainz",0
"2015bahrain",2,"sperez",0
"2015bahrain",2,"lnasr",0
"2015bahrain",2,"mericsson",0
"2015bahrain",2,"falonso",0
"2015bahrain",2,"mverstappen",0
"2015bahrain",3,"lhamilton",0
"2015bahrain",3,"svettel",0
"2015bahrain",3,"nrosberg",0
"2015bahrain",3,"kraikkonen",0
"2015bahrain",3,"vbottas",0
"2015bahrain",3,"fmassa",0
"2015bahrain",3,"dricciardo",0
"2015bahrain",3,"nhulkenberg",0
"2015bahrain",3,"csainz",0
"2015bahrain",3,"rgrosjean",0
"2015spain",1,"lhamilton",0
"2015spain",1,"nrosberg",0
"2015spain",1,"kraikkonen",0
"2015spain",1,"csainz",0
"2015spain",1,"fmassa",0
"2015spain",1,"vbottas",0
"2015spain",1,"pmaldonado",0
"2015spain",1,"rgrosjean",0
"2015spain",1,"mverstappen",0
"2015spain",1,"svettel",0
"2015spain",1,"dricciardo",0
"2015spain",1,"lnasr",0
"2015spain",1,"jbutton",0
"2015spain",1,"dkvyat",0
"2015spain",1,"falonso",0
"2015spain",1,"mericsson",0
"2015spain",1,"nhulkenberg",0
"2015spain",1,"sperez",0
"2015spain",1,"wstevens",0
"2015spain",1,"rmehri",0
"2015spain",2,"nrosberg",0
"2015spain",2,"lhamilton",0
"2015spain",2,"kraikkonen",0
"2015spain",2,"fmassa",0
"2015spain",2,"svettel",0
"2015spain",2,"vbottas",0
"2015spain",2,"mverstappen",0
"2015spain",2,"csainz",0
"2015spain",2,"dricciardo",0
"2015spain",2,"dkvyat",0
"2015spain",2,"rgrosjean",0
"2015spain",2,"pmaldonado",0
"2015spain",2,"falonso",0
"2015spain",2,"jbutton",0
"2015spain",2,"lnasr",0
"2015spain",3,"nrosberg",0
"2015spain",3,"lhamilton",0
"2015spain",3,"svettel",0
"2015spain",3,"vbottas",0
"2015spain",3,"csainz",0
"2015spain",3,"mverstappen",0
"2015spain",3,"kraikkonen",0
"2015spain",3,"dkvyat",0
"2015spain",3,"fmassa",0
"2015spain",3,"dricciardo",0
"2015monaco",1,"nrosberg",0
"2015monaco",1,"lhamilton",0
"2015monaco",1,"mverstappen",0
"2015monaco",1,"dkvyat",0
"2015monaco",1,"csainz",0
"2015monaco",1,"dricciardo",0
"2015monaco",1,"sperez",0
"2015monaco",1,"jbutton",0
"2015monaco",1,"svettel",0
"2015monaco",1,"nhulkenberg",0
"2015monaco",1,"pmaldonado",0
"2015monaco",1,"kraikkonen",0
"2015monaco",1,"fmassa",0
"2015monaco",1,"rgrosjean",0
"2015monaco",1,"falonso",0
"2015monaco",1,"lnasr",0
"2015monaco",1,"vbottas",0
"2015monaco",1,"mericsson",0
"2015monaco",1,"wstevens",0
"2015monaco",1,"rmehri",0
"2015monaco",2,"nrosberg",0
"2015monaco",2,"lhamilton",0
"2015monaco",2,"svettel",0
"2015monaco",2,"kraikkonen",0
"2015monaco",2,"dkvyat",0
"2015monaco",2,"mverstappen",0
"2015monaco",2,"dricciardo",0
"2015monaco",2,"csainz",0
"2015monaco",2,"pmaldonado",0
"2015monaco",2,"sperez",0
"2015monaco",2,"rgrosjean",0
"2015monaco",2,"jbutton",0
"2015monaco",2,"nhulkenberg",0
"2015monaco",2,"fmassa",0
"2015monaco",2,"falonso",1
"2015monaco",3,"lhamilton",0
"2015monaco",3,"nrosberg",0
"2015monaco",3,"svettel",0
"2015monaco",3,"dricciardo",0
"2015monaco",3,"dkvyat",0
"2015monaco",3,"kraikkonen",0
"2015monaco",3,"sperez",0
"2015monaco",3,"csainz",0
"2015monaco",3,"pmaldonado",0
"2015monaco",3,"mverstappen",0
"2015canada",1,"rgrosjean",0
"2015canada",1,"nrosberg",0
"2015canada",1,"lhamilton",0
"2015canada",1,"pmaldonado",0
"2015canada",1,"nhulkenberg",0
"2015canada",1,"kraikkonen",0
"2015canada",1,"mverstappen",0
"2015canada",1,"dricciardo",0
"2015canada",1,"dkvyat",0
"2015canada",1,"vbottas",0
"2015canada",1,"csainz",0
"2015canada",1,"mericsson",0
"2015canada",1,"sperez",0
"2015canada",1,"lnasr",0
"2015canada",1,"falonso",0
"2015canada",1,"svettel",1
"2015canada",1,"fmassa",1
"2015canada",1,"rmehri",0
"2015canada",1,"wstevens",0
"2015canada",2,"lhamilton",0
"2015canada",2,"nrosberg",0
"2015canada",2,"rgrosjean",0
"2015canada",2,"kraikkonen",0
"2015canada",2,"vbottas",0
"2015canada",2,"pmaldonado",0
"2015canada",2,"nhulkenberg",0
"2015canada",2,"dkvyat",0
"2015canada",2,"sperez",0
"2015canada",2,"dricciardo",0
"2015canada",2,"csainz",0
"2015canada",2,"mverstappen",0
"2015canada",2,"mericsson",0
"2015canada",2,"falonso",0
"2015canada",2,"lnasr",0
"2015canada",3,"lhamilton",0
"2015canada",3,"nrosberg",0
"2015canada",3,"kraikkonen",0
"2015canada",3,"vbottas",0
"2015canada",3,"rgrosjean",0
"2015canada",3,"pmaldonado",0
"2015canada",3,"nhulkenberg",0
"2015canada",3,"dkvyat",0
"2015canada",3,"dricciardo",0
"2015canada",3,"sperez",0
"2015austria",1,"nrosberg",0
"2015austria",1,"csainz",0
"2015austria",1,"svettel",0
"2015austria",1,"mverstappen",0
"2015austria",1,"nhulkenberg",0
"2015austria",1,"pmaldonado",0
"2015austria",1,"rgrosjean",0
"2015austria",1,"fmassa",0
"2015austria",1,"vbottas",0
"2015austria",1,"dricciardo",0
"2015austria",1,"lnasr",0
"2015austria",1,"dkvyat",0
"2015austria",1,"lhamilton",0
"2015austria",1,"mericsson",0
"2015austria",1,"falonso",0
"2015austria",1,"sperez",0
"2015austria",1,"jbutton",0
"2015austria",1,"kraikkonen",0
"2015austria",1,"rmehri",0
"2015austria",1,"wstevens",0
"2015austria",2,"nrosberg",0
"2015austria",2,"lhamilton",0
"2015austria",2,"svettel",0
"2015austria",2,"vbottas",0
"2015austria",2,"nhulkenberg",0
"2015austria",2,"mverstappen",0
"2015austria",2,"lnasr",0
"2015austria",2,"fmassa",0
"2015austria",2,"rgrosjean",0
"2015austria",2,"dkvyat",0
"2015austria",2,"pmaldonado",0
"2015austria",2,"mericsson",0
"2015austria",2,"csainz",0
"2015austria",2,"dricciardo",0
"2015austria",2,"falonso",0
"2015austria",3,"lhamilton",0
"2015austria",3,"nrosberg",0
"2015austria",3,"svettel",0
"2015austria",3,"fmassa",0
"2015austria",3,"nhulkenberg",0
"2015austria",3,"vbottas",0
"2015austria",3,"mverstappen",0
"2015austria",3,"dkvyat",0
"2015austria",3,"lnasr",0
"2015greatbritain",1,"kraikkonen",0
"2015greatbritain",1,"nrosberg",0
"2015greatbritain",1,"svettel",0
"2015greatbritain",1,"lhamilton",0
"2015greatbritain",1,"vbottas",0
"2015greatbritain",1,"sperez",0
"2015greatbritain",1,"dricciardo",0
"2015greatbritain",1,"dkvyat",0
"2015greatbritain",1,"fmassa",0
"2015greatbritain",1,"nhulkenberg",0
"2015greatbritain",1,"csainz",0
"2015greatbritain",1,"mericsson",0
"2015greatbritain",1,"rgrosjean",0
"2015greatbritain",1,"mverstappen",0
"2015greatbritain",1,"pmaldonado",0
"2015greatbritain",1,"lnasr",0
"2015greatbritain",1,"falonso",0
"2015greatbritain",1,"jbutton",0
"2015greatbritain",1,"wstevens",0
"2015greatbritain",1,"rmehri",0
"2015greatbritain",2,"nrosberg",0
"2015greatbritain",2,"vbottas",0
"2015greatbritain",2,"lhamilton",0
"2015greatbritain",2,"dkvyat",0
"2015greatbritain",2,"svettel",0
"2015greatbritain",2,"nhulkenberg",0
"2015greatbritain",2,"fmassa",0
"2015greatbritain",2,"dricciardo",0
"2015greatbritain",2,"kraikkonen",0
"2015greatbritain",2,"csainz",0
"2015greatbritain",2,"sperez",0
"2015greatbritain",2,"rgrosjean",0
"2015greatbritain",2,"mverstappen",0
"2015greatbritain",2,"pmaldonado",0
"2015greatbritain",2,"mericsson",0
"2015greatbritain",3,"lhamilton",0
"2015greatbritain",3,"nrosberg",0
"2015greatbritain",3,"fmassa",0
"2015greatbritain",3,"vbottas",0
"2015greatbritain",3,"kraikkonen",0
"2015greatbritain",3,"svettel",0
"2015greatbritain",3,"dkvyat",0
"2015greatbritain",3,"csainz",0
"2015greatbritain",3,"nhulkenberg",0
"2015greatbritain",3,"dricciardo",0
"2015hungary",1,"lhamilton",0
"2015hungary",1,"nrosberg",0
"2015hungary",1,"svettel",0
"2015hungary",1,"dkvyat",0
"2015hungary",1,"kraikkonen",0
"2015hungary",1,"vbottas",0
"2015hungary",1,"pmaldonado",0
"2015hungary",1,"fmassa",0
"2015hungary",1,"mverstappen",0
"2015hungary",1,"nhulkenberg",0
"2015hungary",1,"rgrosjean",0
"2015hungary",1,"dricciardo",0
"2015hungary",1,"sperez",0
"2015hungary",1,"falonso",0
"2015hungary",1,"csainz",0
"2015hungary",1,"jbutton",0
"2015hungary",1,"mericsson",0
"2015hungary",1,"lnasr",0
"2015hungary",1,"rmehri",0
"2015hungary",1,"wstevens",0
"2015hungary",2,"lhamilton",0
"2015hungary",2,"nrosberg",0
"2015hungary",2,"svettel",0
"2015hungary",2,"dricciardo",0
"2015hungary",2,"kraikkonen",0
"2015hungary",2,"vbottas",0
"2015hungary",2,"dkvyat",0
"2015hungary",2,"fmassa",0
