"racename","qs","driver","isoutlier"
"2011korea",1,"jtrulli",0
"2011korea",1,"tglock",0
"2011korea",1,"jdambrosio",0
"2011korea",1,"vliuzzi",0
"2011korea",2,"lhamilton",0
"2011korea",2,"svettel",0
"2011korea",2,"mwebber",0
"2011korea",2,"jbutton",0
"2011korea",2,"fmassa",0
"2011korea",2,"falonso",0
"2011korea",2,"nrosberg",0
"2011korea",2,"vpetrov",0
"2011korea",2,"asutil",0
"2011korea",2,"pdiresta",0
"2011korea",2,"jalguersuari",0
"2011korea",2,"mschumacher",0
"2011korea",2,"sbuemi",0
"2011korea",2,"kkobayashi",0
"2011korea",2,"bsenna",0
"2011korea",2,"pmaldonado",0
"2011korea",2,"sperez",0
"2011korea",3,"lhamilton",0
"2011korea",3,"svettel",0
"2011korea",3,"jbutton",0
"2011korea",3,"mwebber",0
"2011korea",3,"fmassa",0
"2011korea",3,"falonso",0
"2011korea",3,"nrosberg",0
"2011korea",3,"vpetrov",0
"2011india",1,"vpetrov",0
"2011india",1,"svettel",0
"2011india",1,"jbutton",0
"2011india",1,"asutil",0
"2011india",1,"nrosberg",0
"2011india",1,"mwebber",0
"2011india",1,"jalguersuari",0
"2011india",1,"lhamilton",0
"2011india",1,"sbuemi",0
"2011india",1,"bsenna",0
"2011india",1,"falonso",0
"2011india",1,"mschumacher",0
"2011india",1,"pmaldonado",0
"2011india",1,"pdiresta",0
"2011india",1,"fmassa",0
"2011india",1,"sperez",0
"2011india",1,"rbarrichello",0
"2011india",1,"kkobayashi",0
"2011india",1,"hkovalainen",0
"2011india",1,"jtrulli",0
"2011india",1,"dricciardo",0
"2011india",1,"nkarthikeyan",0
"2011india",1,"jdambrosio",0
"2011india",1,"tglock",1
"2011india",2,"svettel",0
"2011india",2,"lhamilton",0
"2011india",2,"falonso",0
"2011india",2,"mwebber",0
"2011india",2,"jbutton",0
"2011india",2,"fmassa",0
"2011india",2,"nrosberg",0
"2011india",2,"asutil",0
"2011india",2,"sbuemi",0
"2011india",2,"vpetrov",0
"2011india",2,"jalguersuari",0
"2011india",2,"mschumacher",0
"2011india",2,"pdiresta",0
"2011india",2,"pmaldonado",0
"2011india",2,"bsenna",0
"2011india",2,"rbarrichello",0
"2011india",2,"sperez",0
"2011india",3,"svettel",0
"2011india",3,"lhamilton",0
"2011india",3,"mwebber",0
"2011india",3,"falonso",0
"2011india",3,"jbutton",0
"2011india",3,"fmassa",0
"2011india",3,"nrosberg",0
"2011abudhabi",1,"lhamilton",0
"2011abudhabi",1,"mwebber",0
"2011abudhabi",1,"jbutton",0
"2011abudhabi",1,"svettel",0
"2011abudhabi",1,"asutil",0
"2011abudhabi",1,"vpetrov",0
"2011abudhabi",1,"pdiresta",0
"2011abudhabi",1,"nrosberg",0
"2011abudhabi",1,"sperez",0
"2011abudhabi",1,"falonso",0
"2011abudhabi",1,"jalguersuari",0
"2011abudhabi",1,"bsenna",0
"2011abudhabi",1,"fmassa",0
"2011abudhabi",1,"kkobayashi",0
"2011abudhabi",1,"sbuemi",0
"2011abudhabi",1,"pmaldonado",0
"2011abudhabi",1,"mschumacher",0
"2011abudhabi",1,"hkovalainen",0
"2011abudhabi",1,"jtrulli",0
"2011abudhabi",1,"tglock",0
"2011abudhabi",1,"dricciardo",0
"2011abudhabi",1,"jdambrosio",0
"2011abudhabi",1,"vliuzzi",0
"2011abudhabi",2,"lhamilton",0
"2011abudhabi",2,"svettel",0
"2011abudhabi",2,"mwebber",0
"2011abudhabi",2,"falonso",0
"2011abudhabi",2,"jbutton",0
"2011abudhabi",2,"nrosberg",0
"2011abudhabi",2,"fmassa",0
"2011abudhabi",2,"asutil",0
"2011abudhabi",2,"pdiresta",0
"2011abudhabi",2,"mschumacher",0
"2011abudhabi",2,"sperez",0
"2011abudhabi",2,"vpetrov",0
"2011abudhabi",2,"sbuemi",0
"2011abudhabi",2,"bsenna",0
"2011abudhabi",2,"jalguersuari",0
"2011abudhabi",2,"kkobayashi",0
"2011abudhabi",2,"pmaldonado",0
"2011abudhabi",3,"svettel",0
"2011abudhabi",3,"lhamilton",0
"2011abudhabi",3,"jbutton",0
"2011abudhabi",3,"mwebber",0
"2011abudhabi",3,"falonso",0
"2011abudhabi",3,"fmassa",0
"2011abudhabi",3,"nrosberg",0
"2011abudhabi",3,"mschumacher",0
"2011abudhabi",3,"asutil",0
"2011brazil",1,"jbutton",0
"2011brazil",1,"lhamilton",0
"2011brazil",1,"mwebber",0
"2011brazil",1,"asutil",0
"2011brazil",1,"svettel",0
"2011brazil",1,"mschumacher",0
"2011brazil",1,"pdiresta",0
"2011brazil",1,"vpetrov",0
"2011brazil",1,"falonso",0
"2011brazil",1,"nrosberg",0
"2011brazil",1,"rbarrichello",0
"2011brazil",1,"jalguersuari",0
"2011brazil",1,"fmassa",0
"2011brazil",1,"sperez",0
"2011brazil",1,"bsenna",0
"2011brazil",1,"sbuemi",0
"2011brazil",1,"kkobayashi",0
"2011brazil",1,"pmaldonado",0
"2011brazil",1,"hkovalainen",0
"2011brazil",1,"jtrulli",0
"2011brazil",1,"vliuzzi",0
"2011brazil",1,"dricciardo",0
"2011brazil",1,"jdambrosio",0
"2011brazil",1,"tglock",0
"2011brazil",2,"svettel",0
"2011brazil",2,"nrosberg",0
"2011brazil",2,"mwebber",0
"2011brazil",2,"lhamilton",0
"2011brazil",2,"jbutton",0
"2011brazil",2,"falonso",0
"2011brazil",2,"asutil",0
"2011brazil",2,"fmassa",0
"2011brazil",2,"bsenna",0
"2011brazil",2,"mschumacher",0
"2011brazil",2,"pdiresta",0
"2011brazil",2,"rbarrichello",0
"2011brazil",2,"jalguersuari",0
"2011brazil",2,"sbuemi",0
"2011brazil",2,"vpetrov",0
"2011brazil",2,"kkobayashi",0
"2011brazil",2,"sperez",0
"2011brazil",3,"svettel",0
"2011brazil",3,"mwebber",0
"2011brazil",3,"jbutton",0
"2011brazil",3,"lhamilton",0
"2011brazil",3,"falonso",0
"2011brazil",3,"nrosberg",0
"2011brazil",3,"fmassa",0
"2011brazil",3,"asutil",0
"2011brazil",3,"bsenna",0
"2012australia",1,"kkobayashi",0
"2012australia",1,"jvergne",0
"2012australia",1,"rgrosjean",0
"2012australia",1,"mschumacher",0
"2012australia",1,"sperez",0
"2012australia",1,"falonso",0
"2012australia",1,"nrosberg",0
"2012australia",1,"svettel",0
"2012australia",1,"lhamilton",0
"2012australia",1,"pmaldonado",0
"2012australia",1,"jbutton",0
"2012australia",1,"bsenna",0
"2012australia",1,"dricciardo",0
"2012australia",1,"mwebber",0
"2012australia",1,"nhulkenberg",0
"2012australia",1,"pdiresta",0
"2012australia",1,"fmassa",0
"2012australia",1,"kraikkonen",0
"2012australia",1,"hkovalainen",0
"2012australia",1,"vpetrov",0
"2012australia",1,"tglock",0
"2012australia",1,"cpic",0
"2012australia",1,"pdelarosa",1
"2012australia",1,"nkarthikeyan",1
"2012australia",2,"nrosberg",0
"2012australia",2,"mschumacher",0
"2012australia",2,"lhamilton",0
"2012australia",2,"jbutton",0
"2012australia",2,"rgrosjean",0
"2012australia",2,"svettel",0
"2012australia",2,"pmaldonado",0
"2012australia",2,"mwebber",0
"2012australia",2,"nhulkenberg",0
"2012australia",2,"dricciardo",0
"2012australia",2,"jvergne",0
"2012australia",2,"falonso",0
"2012australia",2,"kkobayashi",0
"2012australia",2,"bsenna",0
"2012australia",2,"pdiresta",0
"2012australia",2,"fmassa",0
"2012australia",3,"lhamilton",0
"2012australia",3,"jbutton",0
"2012australia",3,"rgrosjean",0
"2012australia",3,"mschumacher",0
"2012australia",3,"mwebber",0
"2012australia",3,"svettel",0
"2012australia",3,"nrosberg",0
"2012australia",3,"pmaldonado",0
"2012australia",3,"nhulkenberg",0
"2012malaysia",1,"mwebber",0
"2012malaysia",1,"mschumacher",0
"2012malaysia",1,"jbutton",0
"2012malaysia",1,"nrosberg",0
"2012malaysia",1,"pmaldonado",0
"2012malaysia",1,"lhamilton",0
"2012malaysia",1,"sperez",0
"2012malaysia",1,"kraikkonen",0
"2012malaysia",1,"rgrosjean",0
"2012malaysia",1,"svettel",0
"2012malaysia",1,"falonso",0
"2012malaysia",1,"nhulkenberg",0
"2012malaysia",1,"pdiresta",0
"2012malaysia",1,"kkobayashi",0
"2012malaysia",1,"fmassa",0
"2012malaysia",1,"dricciardo",0
"2012malaysia",1,"bsenna",0
"2012malaysia",1,"jvergne",0
"2012malaysia",1,"hkovalainen",0
"2012malaysia",1,"vpetrov",0
"2012malaysia",1,"tglock",0
"2012malaysia",1,"cpic",0
"2012malaysia",1,"pdelarosa",0
"2012malaysia",1,"nkarthikeyan",0
"2012malaysia",2,"kraikkonen",0
"2012malaysia",2,"jbutton",0
"2012malaysia",2,"nrosberg",0
"2012malaysia",2,"mschumacher",0
"2012malaysia",2,"lhamilton",0
"2012malaysia",2,"rgrosjean",0
"2012malaysia",2,"mwebber",0
"2012malaysia",2,"falonso",0
"2012malaysia",2,"svettel",0
"2012malaysia",2,"sperez",0
"2012malaysia",2,"pmaldonado",0
"2012malaysia",2,"fmassa",0
"2012malaysia",2,"bsenna",0
"2012malaysia",2,"pdiresta",0
"2012malaysia",2,"dricciardo",0
"2012malaysia",2,"nhulkenberg",0
"2012malaysia",2,"kkobayashi",0
"2012malaysia",3,"lhamilton",0
"2012malaysia",3,"jbutton",0
"2012malaysia",3,"mschumacher",0
"2012malaysia",3,"mwebber",0
"2012malaysia",3,"kraikkonen",0
"2012malaysia",3,"svettel",0
"2012malaysia",3,"rgrosjean",0
"2012malaysia",3,"nrosberg",0
"2012malaysia",3,"falonso",0
"2012malaysia",3,"sperez",0
"2012china",1,"sperez",0
"2012china",1,"falonso",0
"2012china",1,"rgrosjean",0
"2012china",1,"pmaldonado",0
"2012china",1,"fmassa",0
"2012china",1,"pdiresta",0
"2012china",1,"bsenna",0
"2012china",1,"mwebber",0
"2012china",1,"jbutton",0
"2012china",1,"lhamilton",0
"2012china",1,"mschumacher",0
"2012china",1,"kraikkonen",0
"2012china",1,"kkobayashi",0
"2012china",1,"nrosberg",0
"2012china",1,"svettel",0
"2012china",1,"nhulkenberg",0
"2012china",1,"dricciardo",0
"2012china",1,"jvergne",0
"2012china",1,"hkovalainen",0
"2012china",1,"vpetrov",0
"2012china",1,"tglock",0
"2012china",1,"cpic",0
"2012china",1,"pdelarosa",0
"2012china",1,"nkarthikeyan",0
"2012china",2,"mwebber",0
"2012china",2,"nrosberg",0
"2012china",2,"mschumacher",0
"2012china",2,"sperez",0
"2012china",2,"kkobayashi",0
"2012china",2,"lhamilton",0
"2012china",2,"rgrosjean",0
"2012china",2,"kraikkonen",0
"2012china",2,"jbutton",0
"2012china",2,"falonso",0
"2012china",2,"svettel",0
"2012china",2,"fmassa",0
"2012china",2,"pmaldonado",0
"2012china",2,"bsenna",0
"2012china",2,"pdiresta",0
"2012china",2,"nhulkenberg",0
"2012china",2,"dricciardo",0
"2012china",3,"nrosberg",0
"2012china",3,"lhamilton",0
"2012china",3,"mschumacher",0
"2012china",3,"kkobayashi",0
"2012china",3,"kraikkonen",0
"2012china",3,"jbutton",0
"2012china",3,"mwebber",0
"2012china",3,"sperez",0
"2012china",3,"falonso",0
"2012bahrain",1,"sperez",0
"2012bahrain",1,"dricciardo",0
"2012bahrain",1,"mwebber",0
"2012bahrain",1,"rgrosjean",0
"2012bahrain",1,"kkobayashi",0
"2012bahrain",1,"svettel",0
"2012bahrain",1,"fmassa",0
"2012bahrain",1,"bsenna",0
"2012bahrain",1,"kraikkonen",0
"2012bahrain",1,"nrosberg",0
"2012bahrain",1,"nhulkenberg",0
"2012bahrain",1,"pdiresta",0
"2012bahrain",1,"pmaldonado",0
"2012bahrain",1,"falonso",0
"2012bahrain",1,"jbutton",0
"2012bahrain",1,"lhamilton",0
"2012bahrain",1,"hkovalainen",0
"2012bahrain",1,"mschumacher",0
"2012bahrain",1,"jvergne",0
"2012bahrain",1,"vpetrov",0
"2012bahrain",1,"cpic",0
"2012bahrain",1,"pdelarosa",0
"2012bahrain",1,"tglock",0
"2012bahrain",1,"nkarthikeyan",0
"2012bahrain",2,"lhamilton",0
"2012bahrain",2,"nrosberg",0
"2012bahrain",2,"rgrosjean",0
"2012bahrain",2,"mwebber",0
"2012bahrain",2,"falonso",0
"2012bahrain",2,"jbutton",0
"2012bahrain",2,"pdiresta",0
"2012bahrain",2,"svettel",0
"2012bahrain",2,"dricciardo",0
"2012bahrain",2,"sperez",0
"2012bahrain",2,"kraikkonen",0
"2012bahrain",2,"kkobayashi",0
"2012bahrain",2,"nhulkenberg",0
"2012bahrain",2,"fmassa",0
"2012bahrain",2,"bsenna",0
"2012bahrain",2,"hkovalainen",0
"2012bahrain",3,"svettel",0
"2012bahrain",3,"lhamilton",0
"2012bahrain",3,"mwebber",0
"2012bahrain",3,"jbutton",0
"2012bahrain",3,"nrosberg",0
"2012bahrain",3,"dricciardo",0
"2012bahrain",3,"rgrosjean",0
"2012bahrain",3,"sperez",0
"2012spain",1,"lhamilton",0
"2012spain",1,"rgrosjean",0
"2012spain",1,"falonso",0
"2012spain",1,"nrosberg",0
"2012spain",1,"pmaldonado",0
"2012spain",1,"kkobayashi",0
"2012spain",1,"kraikkonen",0
"2012spain",1,"jbutton",0
"2012spain",1,"mwebber",0
"2012spain",1,"nhulkenberg",0
"2012spain",1,"mschumacher",0
"2012spain",1,"svettel",0
"2012spain",1,"pdiresta",0
"2012spain",1,"fmassa",0
"2012spain",1,"dricciardo",0
"2012spain",1,"sperez",0
"2012spain",1,"jvergne",0
"2012spain",1,"bsenna",0
"2012spain",1,"vpetrov",0
"2012spain",1,"hkovalainen",0
"2012spain",1,"cpic",0
"2012spain",1,"tglock",0
"2012spain",1,"pdelarosa",0
"2012spain",1,"nkarthikeyan",1
"2012spain",2,"pmaldonado",0
"2012spain",2,"lhamilton",0
"2012spain",2,"rgrosjean",0
"2012spain",2,"sperez",0
"2012spain",2,"kraikkonen",0
"2012spain",2,"falonso",0
"2012spain",2,"nrosberg",0
"2012spain",2,"svettel",0
"2012spain",2,"kkobayashi",0
"2012spain",2,"mschumacher",0
"2012spain",2,"jbutton",0
"2012spain",2,"mwebber",0
"2012spain",2,"pdiresta",0
"2012spain",2,"nhulkenberg",0
"2012spain",2,"jvergne",0
"2012spain",2,"dricciardo",0
"2012spain",2,"fmassa",0
"2012spain",3,"pmaldonado",0
"2012spain",3,"falonso",0
"2012spain",3,"rgrosjean",0
"2012spain",3,"kraikkonen",0
"2012spain",3,"sperez",0
"2012spain",3,"nrosberg",0
"2012monaco",1,"nhulkenberg",0
"2012monaco",1,"kkobayashi",0
"2012monaco",1,"rgrosjean",0
"2012monaco",1,"svettel",0
"2012monaco",1,"mschumacher",0
"2012monaco",1,"kraikkonen",0
"2012monaco",1,"nrosberg",0
"2012monaco",1,"bsenna",0
"2012monaco",1,"fmassa",0
"2012monaco",1,"mwebber",0
"2012monaco",1,"pmaldonado",0
"2012monaco",1,"pdiresta",0
"2012monaco",1,"lhamilton",0
"2012monaco",1,"falonso",0
"2012monaco",1,"dricciardo",0
"2012monaco",1,"jbutton",0
"2012monaco",1,"jvergne",0
"2012monaco",1,"hkovalainen",0
"2012monaco",1,"vpetrov",0
"2012monaco",1,"tglock",0
"2012monaco",1,"pdelarosa",0
"2012monaco",1,"cpic",0
"2012monaco",1,"nkarthikeyan",0
"2012monaco",2,"fmassa",0
"2012monaco",2,"nrosberg",0
"2012monaco",2,"pmaldonado",0
"2012monaco",2,"mwebber",0
"2012monaco",2,"mschumacher",0
"2012monaco",2,"falonso",0
"2012monaco",2,"lhamilton",0
"2012monaco",2,"rgrosjean",0
"2012monaco",2,"svettel",0
"2012monaco",2,"kraikkonen",0
"2012monaco",2,"nhulkenberg",0
"2012monaco",2,"kkobayashi",0
"2012monaco",2,"jbutton",0
"2012monaco",2,"bsenna",0
"2012monaco",2,"pdiresta",0
"2012monaco",2,"dricciardo",0
"2012monaco",2,"jvergne",0
"2012monaco",3,"mschumacher",0
"2012monaco",3,"mwebber",0
"2012monaco",3,"nrosberg",0
"2012monaco",3,"lhamilton",0
"2012monaco",3,"rgrosjean",0
"2012monaco",3,"falonso",0
"2012monaco",3,"fmassa",0
"2012monaco",3,"kraikkonen",0
"2012monaco",3,"pmaldonado",0
"2012canada",1,"svettel",0
"2012canada",1,"jbutton",0
"2012canada",1,"lhamilton",0
"2012canada",1,"mschumacher",0
"2012canada",1,"falonso",0
"2012canada",1,"mwebber",0
"2012canada",1,"pmaldonado",0
"2012canada",1,"bsenna",0
"2012canada",1,"kraikkonen",0
"2012canada",1,"pdiresta",0
"2012canada",1,"nrosberg",0
"2012canada",1,"kkobayashi",0
"2012canada",1,"nhulkenberg",0
"2012canada",1,"rgrosjean",0
"2012canada",1,"fmassa",0
"2012canada",1,"sperez",0
"2012canada",1,"dricciardo",0
"2012canada",1,"hkovalainen",0
"2012canada",1,"vpetrov",0
"2012canada",1,"jvergne",0
"2012canada",1,"pdelarosa",0
"2012canada",1,"tglock",0
"2012canada",1,"cpic",0
"2012canada",1,"nkarthikeyan",0
"2012canada",2,"svettel",0
"2012canada",2,"falonso",0
"2012canada",2,"lhamilton",0
"2012canada",2,"mwebber",0
"2012canada",2,"mschumacher",0
"2012canada",2,"nrosberg",0
"2012canada",2,"rgrosjean",0
"2012canada",2,"pdiresta",0
"2012canada",2,"fmassa",0
"2012canada",2,"jbutton",0
"2012canada",2,"kkobayashi",0
"2012canada",2,"kraikkonen",0
"2012canada",2,"nhulkenberg",0
"2012canada",2,"dricciardo",0
"2012canada",2,"sperez",0
"2012canada",2,"bsenna",0
"2012canada",2,"pmaldonado",0
"2012canada",3,"svettel",0
"2012canada",3,"lhamilton",0
"2012canada",3,"falonso",0
"2012canada",3,"mwebber",0
"2012canada",3,"nrosberg",0
"2012canada",3,"fmassa",0
"2012canada",3,"rgrosjean",0
"2012canada",3,"pdiresta",0
"2012canada",3,"mschumacher",0
"2012canada",3,"jbutton",0
"2012europe",1,"pmaldonado",0
"2012europe",1,"pdiresta",0
"2012europe",1,"nhulkenberg",0
"2012europe",1,"nrosberg",0
"2012europe",1,"lhamilton",0
"2012europe",1,"sperez",0
"2012europe",1,"fmassa",0
"2012europe",1,"falonso",0
"2012europe",1,"mschumacher",0
"2012europe",1,"bsenna",0
"2012europe",1,"kraikkonen",0
"2012europe",1,"rgrosjean",0
"2012europe",1,"jbutton",0
"2012europe",1,"svettel",0
"2012europe",1,"kkobayashi",0
"2012europe",1,"dricciardo",0
"2012europe",1,"hkovalainen",0
"2012europe",1,"jvergne",0
"2012europe",1,"mwebber",1
"2012europe",1,"vpetrov",0
"2012europe",1,"pdelarosa",0
"2012europe",1,"nkarthikeyan",0
"2012europe",1,"cpic",0
"2012europe",2,"rgrosjean",0
"2012europe",2,"nrosberg",0
"2012europe",2,"pdiresta",0
"2012europe",2,"svettel",0
"2012europe",2,"kraikkonen",0
"2012europe",2,"jbutton",0
"2012europe",2,"pmaldonado",0
"2012europe",2,"lhamilton",0
"2012europe",2,"nhulkenberg",0
"2012europe",2,"kkobayashi",0
"2012europe",2,"falonso",0
"2012europe",2,"mschumacher",0
"2012europe",2,"fmassa",0
"2012europe",2,"bsenna",0
"2012europe",2,"sperez",0
"2012europe",2,"hkovalainen",0
"2012europe",2,"dricciardo",0
"2012europe",3,"svettel",0
"2012europe",3,"lhamilton",0
"2012europe",3,"pmaldonado",0
"2012europe",3,"rgrosjean",0
"2012europe",3,"kraikkonen",0
"2012europe",3,"nrosberg",0
"2012europe",3,"kkobayashi",0
"2012europe",3,"nhulkenberg",0
"2012europe",3,"jbutton",0
"2012europe",3,"pdiresta",0
"2012greatbritain",1,"svettel",0
"2012greatbritain",1,"nhulkenberg",0
"2012greatbritain",1,"pmaldonado",0
"2012greatbritain",1,"sperez",0
"2012greatbritain",1,"falonso",0
"2012greatbritain",1,"mschumacher",0
"2012greatbritain",1,"kkobayashi",0
"2012greatbritain",1,"rgrosjean",0
"2012greatbritain",1,"bsenna",0
"2012greatbritain",1,"dricciardo",0
"2012greatbritain",1,"mwebber",0
"2012greatbritain",1,"kraikkonen",0
"2012greatbritain",1,"fmassa",0
"2012greatbritain",1,"lhamilton",0
"2012greatbritain",1,"pdiresta",0
"2012greatbritain",1,"jvergne",0
"2012greatbritain",1,"nrosberg",0
"2012greatbritain",1,"jbutton",0
"2012greatbritain",1,"vpetrov",0
"2012greatbritain",1,"hkovalainen",0
"2012greatbritain",1,"tglock",0
"2012greatbritain",1,"pdelarosa",0
"2012greatbritain",1,"nkarthikeyan",0
"2012greatbritain",1,"cpic",0
"2012greatbritain",2,"lhamilton",0
"2012greatbritain",2,"nhulkenberg",0
"2012greatbritain",2,"mschumacher",0
"2012greatbritain",2,"mwebber",0
"2012greatbritain",2,"rgrosjean",0
"2012greatbritain",2,"fmassa",0
"2012greatbritain",2,"kraikkonen",0
"2012greatbritain",2,"pmaldonado",0
"2012greatbritain",2,"falonso",0
"2012greatbritain",2,"svettel",0
"2012greatbritain",2,"pdiresta",0
"2012greatbritain",2,"kkobayashi",0
"2012greatbritain",2,"nrosberg",0
"2012greatbritain",2,"dricciardo",0
"2012greatbritain",2,"bsenna",0
"2012greatbritain",2,"jvergne",0
"2012greatbritain",2,"sperez",0
"2012greatbritain",3,"falonso",0
"2012greatbritain",3,"mwebber",0
"2012greatbritain",3,"mschumacher",0
"2012greatbritain",3,"svettel",0
"2012greatbritain",3,"fmassa",0
"2012greatbritain",3,"kraikkonen",0
"2012greatbritain",3,"pmaldonado",0
"2012greatbritain",3,"lhamilton",0
"2012greatbritain",3,"nhulkenberg",0
"2012germany",1,"kraikkonen",0
"2012germany",1,"sperez",0
"2012germany",1,"nrosberg",0
"2012germany",1,"falonso",0
"2012germany",1,"pmaldonado",0
"2012germany",1,"lhamilton",0
"2012germany",1,"fmassa",0
"2012germany",1,"nhulkenberg",0
"2012germany",1,"pdiresta",0
"2012germany",1,"svettel",0
"2012germany",1,"bsenna",0
"2012germany",1,"kkobayashi",0
"2012germany",1,"mwebber",0
"2012germany",1,"jbutton",0
"2012germany",1,"dricciardo",0
"2012germany",1,"rgrosjean",0
"2012germany",1,"mschumacher",0
"2012germany",1,"jvergne",0
"2012germany",1,"hkovalainen",0
"2012germany",1,"vpetrov",0
"2012germany",1,"cpic",0
"2012germany",1,"tglock",0
"2012germany",1,"pdelarosa",0
"2012germany",1,"nkarthikeyan",0
"2012germany",2,"lhamilton",0
"2012germany",2,"mschumacher",0
"2012germany",2,"svettel",0
"2012germany",2,"falonso",0
"2012germany",2,"jbutton",0
"2012germany",2,"pmaldonado",0
"2012germany",2,"mwebber",0
"2012germany",2,"nhulkenberg",0
"2012germany",2,"pdiresta",0
"2012germany",2,"kraikkonen",0
"2012germany",2,"dricciardo",0
"2012germany",2,"sperez",0
"2012germany",2,"kkobayashi",0
"2012germany",2,"fmassa",0
"2012germany",2,"rgrosjean",0
"2012germany",2,"bsenna",0
"2012germany",2,"nrosberg",0
"2012germany",3,"falonso",0
"2012germany",3,"svettel",0
"2012germany",3,"mwebber",0
"2012germany",3,"mschumacher",0
"2012germany",3,"nhulkenberg",0
"2012germany",3,"pmaldonado",0
"2012germany",3,"jbutton",0
"2012germany",3,"lhamilton",0
"2012germany",3,"pdiresta",0
"2012germany",3,"kraikkonen",0
"2012hungary",1,"lhamilton",0
"2012hungary",1,"pdiresta",0
"2012hungary",1,"jbutton",0
"2012hungary",1,"nrosberg",0
"2012hungary",1,"falonso",0
"2012hungary",1,"sperez",0
"2012hungary",1,"nhulkenberg",0
"2012hungary",1,"fmassa",0
"2012hungary",1,"kraikkonen",0
"2012hungary",1,"bsenna",0
"2012hungary",1,"mschumacher",0
"2012hungary",1,"pmaldonado",0
"2012hungary",1,"rgrosjean",0
"2012hungary",1,"jvergne",0
"2012hungary",1,"kkobayashi",0
"2012hungary",1,"mwebber",0
"2012hungary",1,"svettel",0
"2012hungary",1,"dricciardo",0
"2012hungary",1,"hkovalainen",0
"2012hungary",1,"vpetrov",0
"2012hungary",1,"cpic",0
"2012hungary",1,"tglock",0
"2012hungary",1,"pdelarosa",0
"2012hungary",1,"nkarthikeyan",0
"2012hungary",2,"lhamilton",0
"2012hungary",2,"svettel",0
"2012hungary",2,"pmaldonado",0
"2012hungary",2,"fmassa",0
"2012hungary",2,"kraikkonen",0
"2012hungary",2,"falonso",0
"2012hungary",2,"jbutton",0
"2012hungary",2,"nhulkenberg",0
"2012hungary",2,"rgrosjean",0
"2012hungary",2,"bsenna",0
"2012hungary",2,"mwebber",0
"2012hungary",2,"pdiresta",0
"2012hungary",2,"sperez",0
"2012hungary",2,"nrosberg",0
"2012hungary",2,"kkobayashi",0
"2012hungary",2,"jvergne",0
"2012hungary",2,"mschumacher",0
"2012hungary",3,"lhamilton",0
"2012hungary",3,"rgrosjean",0
"2012hungary",3,"svettel",0
"2012hungary",3,"jbutton",0
"2012hungary",3,"kraikkonen",0
"2012hungary",3,"falonso",0
"2012hungary",3,"fmassa",0
"2012hungary",3,"pmaldonado",0
"2012hungary",3,"bsenna",0
"2012hungary",3,"nhulkenberg",0
"2012belgium",1,"pmaldonado",0
"2012belgium",1,"jbutton",0
"2012belgium",1,"nhulkenberg",0
"2012belgium",1,"falonso",0
"2012belgium",1,"kraikkonen",0
"2012belgium",1,"dricciardo",0
"2012belgium",1,"fmassa",0
"2012belgium",1,"lhamilton",0
"2012belgium",1,"sperez",0
"2012belgium",1,"kkobayashi",0
"2012belgium",1,"svettel",0
"2012belgium",1,"mschumacher",0
"2012belgium",1,"jvergne",0
"2012belgium",1,"mwebber",0
"2012belgium",1,"bsenna",0
"2012belgium",1,"pdiresta",0
"2012belgium",1,"rgrosjean",0
"2012belgium",1,"nrosberg",0
"2012belgium",1,"hkovalainen",0
"2012belgium",1,"vpetrov",0
"2012belgium",1,"tglock",0
"2012belgium",1,"pdelarosa",0
"2012belgium",1,"cpic",0
"2012belgium",1,"nkarthikeyan",0
"2012belgium",2,"jbutton",0
"2012belgium",2,"sperez",0
"2012belgium",2,"kraikkonen",0
"2012belgium",2,"mwebber",0
"2012belgium",2,"lhamilton",0
"2012belgium",2,"kkobayashi",0
"2012belgium",2,"falonso",0
"2012belgium",2,"rgrosjean",0
"2012belgium",2,"pdiresta",0
"2012belgium",2,"pmaldonado",0
"2012belgium",2,"svettel",0
"2012belgium",2,"nhulkenberg",0
"2012belgium",2,"mschumacher",0
"2012belgium",2,"fmassa",0
"2012belgium",2,"jvergne",0
"2012belgium",2,"dricciardo",0
"2012belgium",2,"bsenna",0
"2012belgium",3,"jbutton",0
"2012belgium",3,"kkobayashi",0
"2012belgium",3,"pmaldonado",0
"2012belgium",3,"kraikkonen",0
"2012belgium",3,"sperez",0
"2012belgium",3,"falonso",0
"2012belgium",3,"mwebber",0
"2012belgium",3,"lhamilton",0
"2012belgium",3,"rgrosjean",0
"2012belgium",3,"pdiresta",0
"2012italy",1,"falonso",0
"2012italy",1,"lhamilton",0
"2012italy",1,"jbutton",0
"2012italy",1,"nrosberg",0
"2012italy",1,"pdiresta",0
"2012italy",1,"fmassa",0
"2012italy",1,"svettel",0
"2012italy",1,"pmaldonado",0
"2012italy",1,"bsenna",0
"2012italy",1,"kraikkonen",0
"2012italy",1,"sperez",0
"2012italy",1,"mschumacher",0
"2012italy",1,"kkobayashi",0
"2012italy",1,"mwebber",0
"2012italy",1,"jvergne",0
"2012italy",1,"dricciardo",0
"2012italy",1,"jdambrosio",0
"2012italy",1,"hkovalainen",0
"2012italy",1,"vpetrov",0
"2012italy",1,"tglock",0
"2012italy",1,"cpic",0
"2012italy",1,"nkarthikeyan",0
"2012italy",1,"pdelarosa",0
"2012italy",2,"falonso",0
"2012italy",2,"jbutton",0
"2012italy",2,"pdiresta",0
