"race","driver","1stFree","2ndFree","3rdFree","1stQualif","2ndQualif","3rdQualif"
"2010korea","ldigrassi",NA,104.039,103.111,102.325,NA,NA
"2010korea","lhamilton",100.887,98.279,97.402,97.113,96.197,96.062
"2010korea","mschumacher",102.022,99.598,98.63,97.98,97.077,96.95
"2010korea","mwebber",102.202,97.942,97.441,97.373,96.039,95.659
"2010korea","nheidfeld",102.293,99.588,100.289,98.171,97.715,NA
"2010korea","nhulkenberg",102.678,100.478,98.501,98.115,97.62,NA
"2010korea","nrosberg",101.152,99.268,97.629,97.708,96.791,96.535
"2010korea","rbarrichello",102.883,99.812,98.733,98.257,97.511,96.998
"2010korea","rkubica",100.968,98.718,97.354,97.703,97.179,96.824
"2010korea","sbuemi",103.94,100.896,99.058,98.621,98.594,NA
"2010korea","svettel",101.371,99.204,99.78,97.123,96.074,95.585
"2010korea","syamamoto",110.347,105.166,103.88,102.444,NA,NA
"2010korea","tglock",105.588,103.115,101.853,100.748,NA,NA
"2010korea","vliuzzi",104.887,99.881,101.591,98.955,NA,NA
"2010korea","vpetrov",102.896,99.267,98.668,98.174,97.799,NA
"2010brazil","asutil",73.918,73.741,80.613,80.83,NA,NA
"2010brazil","bsenna",77.36,76.07,83.358,83.796,NA,NA
"2010brazil","cklien",76.839,76.082,83.65,83.083,NA,NA
"2010brazil","falonso",74.246,72.328,79.791,78.987,79.01,75.989
"2010brazil","fmassa",74.267,72.677,79.735,79.778,79.2,77.101
"2010brazil","hkovalainen",76.057,75.101,82.874,82.378,NA,NA
"2010brazil","jalguersuari",74.618,74.578,80.541,80.158,79.581,NA
"2010brazil","jbutton",73.267,73.206,80.164,79.905,79.288,NA
"2010brazil","jtrulli",75.603,74.984,82.326,82.25,NA,NA
"2010brazil","kkobayashi",74.004,73.61,80.452,79.741,79.385,NA
"2010brazil","ldigrassi",NA,75.433,83.194,82.81,NA,NA
"2010brazil","lhamilton",72.845,72.656,79.536,79.931,78.921,75.747
"2010brazil","mschumacher",73.643,73.346,80.421,79.879,78.923,76.925
"2010brazil","mwebber",72.81,72.072,80.337,79.025,78.516,75.637
"2010brazil","nheidfeld",74,73.222,80.985,80.174,79.899,NA
"2010brazil","nhulkenberg",74.155,73.725,80.535,80.05,79.144,74.47
"2010brazil","nrosberg",73.516,73.333,80.056,80.153,79.486,NA
"2010brazil","rbarrichello",73.546,73.52,80.32,79.799,78.925,76.203
"2010brazil","rkubica",73.37,72.882,79.191,79.249,78.877,76.552
"2010brazil","sbuemi",74.734,74.304,80.009,80.096,79.847,NA
"2010brazil","svettel",72.328,71.968,79.5,79.16,78.691,75.519
"2010brazil","tglock",75.86,76.15,82.449,82.13,NA,NA
"2010brazil","vliuzzi",74.487,74.045,80.546,80.592,80.357,NA
"2010brazil","vpetrov",74.37,73.818,79.887,80.189,79.153,77.656
"2010abudhabi","asutil",105.552,102.535,102.587,101.473,100.914,NA
"2010abudhabi","bsenna",109.59,107.434,105.49,105.085,NA,NA
"2010abudhabi","cklien",110.274,107.21,106.464,105.296,NA,NA
"2010abudhabi","falonso",104.121,101.314,101.49,100.17,100.311,99.792
"2010abudhabi","fmassa",105.16,101.583,101.978,100.942,100.323,100.202
"2010abudhabi","hkovalainen",NA,105.18,104.876,103.712,NA,NA
"2010abudhabi","jalguersuari",106.003,103.128,102.993,101.707,101.738,NA
"2010abudhabi","jbutton",103.785,102.132,101.578,100.877,100.014,99.823
"2010abudhabi","jtrulli",108.472,105.612,105.048,103.516,NA,NA
"2010abudhabi","kkobayashi",104.604,102.768,102.566,101.045,100.783,NA
"2010abudhabi","ldigrassi",109.375,106.053,105.629,104.51,NA,NA
"2010abudhabi","lhamilton",103.369,100.888,101.28,100.335,100.119,99.425
"2010abudhabi","mschumacher",104.199,102.246,101.69,101.222,100.452,100.516
"2010abudhabi","mwebber",103.84,101.315,100.829,100.69,100.074,99.925
"2010abudhabi","nheidfeld",104.737,102.95,101.893,101.409,101.113,NA
"2010abudhabi","nhulkenberg",106.644,102.449,101.934,101.015,101.418,NA
"2010abudhabi","nrosberg",104.718,102.222,101.729,100.231,100.06,100.589
"2010abudhabi","rbarrichello",105.474,102.914,102.316,100.904,100.476,100.203
"2010abudhabi","rkubica",104.08,101.576,101.877,101.336,100.78,NA
"2010abudhabi","sbuemi",107.105,103.584,103.344,101.824,NA,NA
"2010abudhabi","svettel",102.76,101.145,100.696,100.318,99.874,99.394
"2010abudhabi","tglock",108.45,105.259,105.05,104.095,NA,NA
"2010abudhabi","vliuzzi",105.585,102.203,102.858,101.681,101.642,NA
"2010abudhabi","vpetrov",105.445,102.096,101.689,101.018,100.658,100.901
"2011australia","asutil",89.314,88.583,87.18,86.245,91.407,NA
"2011australia","falonso",87.749,86.001,86.121,85.707,85.242,84.974
"2011australia","fmassa",88.842,86.789,87.011,86.031,85.611,85.599
"2011australia","hkovalainen",92.428,90.829,89.772,89.254,NA,NA
"2011australia","jalguersuari",NA,87.525,87.066,86.62,86.103,NA
"2011australia","jbutton",88.44,85.854,85.567,85.886,84.957,84.779
"2011australia","jdambrosio",95.282,92.106,90.704,90.822,NA,NA
"2011australia","jtrulli",NA,90.912,90.003,89.342,NA,NA
"2011australia","kkobayashi",88.725,88.095,86.417,85.717,85.405,85.626
"2011australia","lhamilton",88.483,85.986,85.553,85.384,84.595,84.307
"2011australia","mschumacher",88.69,86.59,86.856,85.962,85.971,NA
"2011australia","mwebber",86.831,86.283,85.364,85.9,84.658,84.395
"2011australia","nheidfeld",88.928,87.536,86.746,87.239,NA,NA
"2011australia","nkarthikeyan",NA,NA,101.554,94.293,NA,NA
"2011australia","nrosberg",88.152,87.448,86.52,85.856,85.606,85.421
"2011australia","pdiresta",NA,88.376,87.087,87.222,86.739,NA
"2011australia","pmaldonado",89.403,89.386,90.496,86.298,86.768,NA
"2011australia","rbarrichello",88.43,87.28,88.068,86.27,NA,NA
"2011australia","sbuemi",89.328,87.697,87.008,86.232,85.882,87.066
"2011australia","sperez",89.643,87.101,88.077,85.812,86.108,NA
"2011australia","svettel",87.158,86.014,84.507,85.296,84.09,83.529
"2011australia","tglock",95.289,92.135,90.261,89.858,NA,NA
"2011australia","vliuzzi",NA,NA,NA,92.978,NA,NA
"2011australia","vpetrov",88.765,87.528,85.906,85.543,85.582,85.247
"2011malaysia","asutil",100.734,99.809,98.464,97.693,97.593,NA
"2011malaysia","falonso",100.601,98.583,97.284,96.897,96.32,95.802
"2011malaysia","fmassa",100.453,98.089,97.762,96.744,96.557,96.251
"2011malaysia","hkovalainen",NA,104.886,99.26,98.645,NA,NA
"2011malaysia","jalguersuari",100.77,98.846,98.716,97.677,97.347,NA
"2011malaysia","jbutton",100.927,96.881,96.762,97.033,95.569,95.2
"2011malaysia","jdambrosio",102.54,NA,101.215,101.001,NA,NA
"2011malaysia","jtrulli",101.62,101.89,99.699,98.791,NA,NA
"2011malaysia","kkobayashi",100.872,99.398,98.059,96.994,96.691,96.82
"2011malaysia","lhamilton",99.316,97.01,96.34,96.861,95.852,94.974
"2011malaysia","mschumacher",99.791,98.088,98.3,96.904,97.035,NA
"2011malaysia","mwebber",97.651,96.876,96.63,97.924,96.08,95.179
"2011malaysia","nheidfeld",100.525,98.57,97.115,97.224,96.811,96.124
"2011malaysia","nkarthikeyan",106.267,103.197,103.383,102.574,NA,NA
"2011malaysia","nrosberg",100.646,98.565,98.307,97.316,96.388,96.809
"2011malaysia","pdiresta",NA,99.625,98.864,98.045,97.37,NA
"2011malaysia","pmaldonado",100.443,98.968,98.597,98.276,NA,NA
"2011malaysia","rbarrichello",100.581,99.187,98.681,98.163,97.496,NA
"2011malaysia","sbuemi",NA,100.115,98.665,97.693,97.16,NA
"2011malaysia","sperez",101.642,99.603,98.448,97.759,97.528,NA
"2011malaysia","svettel",101.627,97.09,97.175,97.468,95.934,94.87
"2011malaysia","tglock",102.154,100.866,101.414,100.648,NA,NA
"2011malaysia","vliuzzi",105.228,103.991,103.147,101.549,NA,NA
"2011malaysia","vpetrov",107.932,99.267,97.297,97.21,96.642,96.324
"2011china","asutil",NA,98.735,96.125,96.092,95.874,NA
"2011china","falonso",101.434,99.779,95.818,95.389,95.165,95.119
"2011china","fmassa",101.046,98.507,95.971,95.478,95.437,95.145
"2011china","hkovalainen",101.579,100.476,98.176,97.894,NA,NA
"2011china","jalguersuari",NA,99.828,96.953,96.133,95.563,96.158
"2011china","jbutton",100.94,97.935,95.176,95.924,94.662,94.421
"2011china","jdambrosio",104.089,104.008,99.998,99.119,NA,NA
"2011china","jtrulli",NA,101.482,98.739,98.318,NA,NA
"2011china","kkobayashi",103.792,99.538,96.582,96.147,96.236,NA
"2011china","lhamilton",100.845,97.854,95.373,96.091,94.486,94.463
"2011china","mschumacher",102.301,98.105,96.141,95.508,96.457,NA
"2011china","mwebber",99.354,99.327,96.896,96.468,NA,NA
"2011china","nheidfeld",100.987,98.805,96.404,95.91,96.611,NA
"2011china","nkarthikeyan",105.019,102.902,100.881,100.445,NA,NA
"2011china","nrosberg",101.361,97.943,95.677,95.272,95.85,94.67
"2011china","pdiresta",101.61,NA,96.37,95.702,95.858,96.19
"2011china","pmaldonado",101.222,99.667,97.304,96.121,96.956,NA
"2011china","rbarrichello",101.939,99.925,97.007,95.911,96.465,NA
"2011china","sbuemi",101.328,99.771,96.717,96.11,95.5,96.203
"2011china","sperez",101.189,99.953,96.596,96.046,96.053,NA
"2011china","svettel",98.739,97.688,94.968,95.674,94.776,93.706
"2011china","tglock",104.438,104.747,99.938,99.708,NA,NA
"2011china","vliuzzi",104.359,103.85,100.593,100.212,NA,NA
"2011china","vpetrov",101.231,98.859,96.098,95.37,95.149,NA
"2011turkey","asutil",NA,88.052,87.318,87.392,87.027,NA
"2011turkey","falonso",98.67,88.069,86.819,87.349,86.152,85.851
"2011turkey","fmassa",100.697,87.34,86.883,87.013,86.395,NA
"2011turkey","hkovalainen",NA,90.281,88.911,88.78,NA,NA
"2011turkey","jalguersuari",NA,88.765,87.724,88.055,87.572,NA
"2011turkey","jbutton",120.666,86.456,86.578,87.374,86.485,85.982
"2011turkey","jdambrosio",105.237,91.035,91.097,90.445,NA,NA
"2011turkey","jtrulli",111.676,89.409,89.697,89.673,NA,NA
"2011turkey","kkobayashi",100.421,89.637,87.976,NA,NA,NA
"2011turkey","lhamilton",NA,87.033,86.726,87.091,86.066,85.595
"2011turkey","mschumacher",100.132,87.063,86.038,87.697,86.121,86.646
"2011turkey","mwebber",102.564,87.149,86.404,87.09,86.075,85.454
"2011turkey","nheidfeld",100.338,88.475,87.379,87.901,86.74,86.659
"2011turkey","nkarthikeyan",108.461,91.32,92.009,91.564,NA,NA
"2011turkey","nrosberg",100.072,86.521,86.42,87.514,85.801,85.574
"2011turkey","pdiresta",103.525,87.725,87.644,87.625,87.145,NA
"2011turkey","pmaldonado",102.597,88.828,87.255,87.396,87.236,NA
"2011turkey","rbarrichello",103.913,88.946,87.528,88.246,86.764,NA
"2011turkey","sbuemi",101.178,88.153,87.08,87.62,87.255,NA
"2011turkey","sperez",115.791,87.844,87.121,87.778,87.244,NA
"2011turkey","svettel",104.954,NA,86.037,87.039,85.61,85.049
"2011turkey","tglock",105.183,91.221,91.175,90.813,NA,NA
"2011turkey","vliuzzi",104.787,91.989,91.375,90.692,NA,NA
"2011turkey","vpetrov",100.401,87.517,86.755,87.475,86.654,86.296
"2011spain","asutil",88.163,87.123,84.695,84.648,86.571,NA
"2011spain","falonso",86.48,83.568,84.27,83.485,82.813,81.964
"2011spain","fmassa",88.654,84.278,84.322,83.506,83.026,82.888
"2011spain","hkovalainen",89.231,86.417,86.236,85.874,85.403,NA
"2011spain","jalguersuari",88.995,85.457,84.722,84.049,83.694,NA
"2011spain","jbutton",87.138,83.188,83.214,84.428,82.05,81.996
"2011spain","jdambrosio",90.896,88.036,89.057,88.556,NA,NA
"2011spain","jtrulli",91.418,87.189,87,86.521,NA,NA
"2011spain","kkobayashi",88.819,84.29,83.669,83.656,83.702,NA
"2011spain","lhamilton",86.988,82.509,83.068,84.37,82.148,81.961
"2011spain","mschumacher",87.016,83.981,83.057,82.96,82.671,NA
"2011spain","mwebber",85.142,82.47,81.791,83.619,81.773,80.981
"2011spain","nheidfeld",87.132,84.366,89.2,NA,NA,NA
"2011spain","nkarthikeyan",92.106,89.469,89.562,87.908,NA,NA
"2011spain","nrosberg",86.379,83.586,83.397,83.507,82.569,82.599
"2011spain","pdiresta",NA,86.073,85.223,84.332,86.126,NA
"2011spain","pmaldonado",88.005,85.603,84.399,83.406,82.854,82.952
"2011spain","rbarrichello",87.212,85.303,84.318,86.91,NA,NA
"2011spain","sbuemi",NA,85.296,84.535,83.962,83.231,NA
"2011spain","sperez",86.738,84.483,84.329,84.209,83.367,NA
"2011spain","svettel",86.149,82.826,81.707,84.142,81.54,81.181
"2011spain","tglock",91.235,88.062,87.706,87.315,NA,NA
"2011spain","vliuzzi",91.268,89.476,88.33,87.809,NA,NA
"2011spain","vpetrov",87.241,84.786,84.043,83.069,82.948,82.471
"2011monaco","asutil",78.578,77.101,78.069,76.6,76.121,NA
"2011monaco","falonso",76.732,75.123,74.433,76.051,74.569,74.483
"2011monaco","fmassa",77.316,75.781,75.024,76.309,74.648,74.877
"2011monaco","hkovalainen",80.083,78.266,78.115,77.343,NA,NA
"2011monaco","jalguersuari",NA,77.789,76.617,77.82,NA,NA
"2011monaco","jbutton",77.534,75.448,74.996,75.397,74.545,73.997
"2011monaco","jdambrosio",81.758,79.185,78.808,78.736,NA,NA
"2011monaco","jtrulli",81.116,78.49,79.259,77.381,NA,NA
"2011monaco","kkobayashi",79.768,77.706,77.403,76.513,75.973,NA
"2011monaco","lhamilton",77.35,75.228,75.386,75.207,74.275,NA
"2011monaco","mschumacher",78.805,76.356,75.31,76.092,74.981,74.682
"2011monaco","mwebber",NA,76.642,75.529,76.087,74.742,74.019
"2011monaco","nheidfeld",78.928,77.126,77.88,76.681,76.214,NA
"2011monaco","nkarthikeyan",83.885,82.066,80.278,NA,NA,NA
"2011monaco","nrosberg",77.139,75.321,NA,75.858,74.741,75.766
"2011monaco","pdiresta",81.548,79.053,76.99,76.813,76.118,NA
"2011monaco","pmaldonado",78.527,77.633,77.333,75.819,75.545,76.528
"2011monaco","rbarrichello",79.395,77.57,77.196,76.807,75.826,NA
"2011monaco","sbuemi",79.234,77.581,76.736,76.358,76.3,NA
"2011monaco","sperez",NA,NA,NA,NA,NA,NA
"2011monaco","svettel",76.619,75.667,75.245,75.606,74.277,73.556
"2011monaco","tglock",81.815,79.338,78.58,77.914,NA,NA
"2011monaco","vliuzzi",82.84,NA,80.115,NA,NA,NA
"2011monaco","vpetrov",78.733,77.337,77.779,76.378,75.815,NA
"2011canada","asutil",NA,76.905,75.217,74.931,75.287,NA
"2011canada","falonso",76.139,75.107,73.701,73.822,73.672,73.199
"2011canada","fmassa",76.658,75.601,73.956,74.026,73.431,73.217
"2011canada","hkovalainen",79.422,78.482,77.093,76.786,NA,NA
"2011canada","jalguersuari",78.458,77.684,76.145,76.294,NA,NA
"2011canada","jbutton",76.676,75.989,74.335,74.374,73.955,73.838
"2011canada","jdambrosio",79.838,80.922,80.475,79.414,NA,NA
"2011canada","jtrulli",79.274,78.47,77.523,76.745,NA,NA
"2011canada","kkobayashi",79.577,77.757,76.236,75.694,75.285,NA
"2011canada","lhamilton",76.842,75.977,74.469,74.114,73.926,73.565
"2011canada","mschumacher",76.549,79.209,74.488,74.97,74.242,73.864
"2011canada","mwebber",77.82,76.102,NA,74.375,73.654,73.429
"2011canada","nheidfeld",77.445,76.422,75.35,75.096,74.467,74.062
"2011canada","nkarthikeyan",80.839,80.311,79.213,78.574,NA,NA
"2011canada","nrosberg",75.591,78.601,73.919,74.92,73.95,73.814
"2011canada","pdelarosa",NA,78.536,76.706,76.229,75.587,NA
"2011canada","pdiresta",77.294,76.089,75.243,74.874,74.752,NA
"2011canada","pmaldonado",78.932,76.941,75.312,75.585,75.043,NA
"2011canada","rbarrichello",76.99,76.687,76.438,75.331,75.361,NA
"2011canada","sbuemi",NA,77.051,76.138,75.901,75.334,NA
"2011canada","svettel",78.852,75.476,73.381,74.011,73.486,73.014
"2011canada","tglock",80.52,79.81,79.073,78.537,NA,NA
"2011canada","vliuzzi",79.96,80.284,78.91,78.424,NA,NA
"2011canada","vpetrov",78.506,76.324,74.917,74.699,74.354,74.085
"2011europe","asutil",101.955,99.626,99.411,99.329,99.034,NA
"2011europe","falonso",101.239,97.968,97.678,99.725,97.93,97.454
"2011europe","fmassa",101.758,98.443,97.84,98.413,98.566,97.535
"2011europe","hkovalainen",104.136,102.156,101.267,101.664,NA,NA
"2011europe","jalguersuari",102.216,NA,100.239,100.232,NA,NA
"2011europe","jbutton",101.926,98.483,98.326,99.453,97.749,97.645
"2011europe","jdambrosio",105.026,102.809,103.309,103.735,NA,NA
"2011europe","jtrulli",NA,102.239,101.69,102.234,NA,NA
"2011europe","kkobayashi",103.201,102.083,99.848,100.131,99.525,NA
"2011europe","lhamilton",101.51,98.195,98.741,99.244,97.727,97.38
"2011europe","mschumacher",102.27,98.315,98.799,99.198,98.365,98.24
"2011europe","mwebber",100.403,98.531,98.068,99.956,98.058,97.163
"2011europe","nheidfeld",101.58,99.04,99.113,99.877,98.781,NA
"2011europe","nkarthikeyan",106.926,106.906,104.63,104.363,NA,NA
"2011europe","nrosberg",102.043,98.981,98.58,99.266,98.373,98.231
"2011europe","pdiresta",NA,100.363,99.823,99.852,99.422,NA
"2011europe","pmaldonado",102.841,100.301,100.004,99.69,99.645,NA
"2011europe","rbarrichello",102.704,100.02,99.987,99.602,99.489,NA
"2011europe","sbuemi",NA,100.454,99.888,99.679,99.711,NA
"2011europe","sperez",102.738,100.531,99.778,99.494,99.657,NA
"2011europe","svettel",102.941,98.265,97.258,99.116,97.305,96.975
"2011europe","tglock",105.221,102.273,102.557,102.553,NA,NA
"2011europe","vliuzzi",105.494,104.46,103.243,103.584,NA,NA
"2011europe","vpetrov",101.227,99.586,98.822,99.69,99.068,NA
"2011greatbritain","asutil",NA,111.738,93.66,94.454,92.617,NA
"2011greatbritain","dricciardo",114.334,115.828,98.289,98.059,NA,NA
"2011greatbritain","falonso",108.161,112.869,91.464,92.986,91.727,90.516
"2011greatbritain","fmassa",107.562,109.967,92.169,92.76,91.64,91.124
"2011greatbritain","hkovalainen",NA,112.578,95.225,94.923,94.821,NA
"2011greatbritain","jalguersuari",108.678,114.274,94.329,95.245,NA,NA
"2011greatbritain","jbutton",108.841,111.518,92.956,94.23,92.273,91.898
"2011greatbritain","jdambrosio",113.469,114.714,98.068,97.154,NA,NA
"2011greatbritain","jtrulli",110.222,115.155,96.905,96.456,NA,NA
"2011greatbritain","kkobayashi",110.133,111.395,93.014,94.324,92.399,92.128
"2011greatbritain","lhamilton",108.549,111.438,93.842,93.581,92.505,92.376
"2011greatbritain","mschumacher",107.263,112.325,93.551,94.16,92.656,NA
"2011greatbritain","mwebber",106.603,112.587,91.829,92.67,91.673,90.399
"2011greatbritain","nheidfeld",108.941,114.023,94.822,95.132,93.805,NA
"2011greatbritain","nrosberg",107.758,110.744,93.044,94.186,92.295,92.209
"2011greatbritain","pdiresta",108.73,111.781,93.423,94.472,92.569,91.929
"2011greatbritain","pmaldonado",108.809,115.155,92.496,92.702,92.588,91.933
"2011greatbritain","rbarrichello",107.347,111.992,93.905,93.532,93.119,NA
"2011greatbritain","sbuemi",108.778,112.189,94.799,95.749,NA,NA
"2011greatbritain","sperez",107.422,112.169,93.264,94.145,92.624,NA
"2011greatbritain","svettel",108.794,114.545,91.401,92.977,92.379,90.431
"2011greatbritain","tglock",112.47,115.549,97.614,96.203,NA,NA
"2011greatbritain","vliuzzi",113.143,116.037,98.568,97.484,NA,NA
"2011greatbritain","vpetrov",109.603,112.198,94.042,94.428,92.734,NA
"2011germany","asutil",93.832,93.211,92.391,92.286,91.809,92.01
"2011germany","dricciardo",99.279,100.737,97.554,97.036,NA,NA
"2011germany","falonso",91.894,91.879,91.138,92.916,91.15,90.442
"2011germany","fmassa",92.681,92.354,92.144,91.826,91.582,90.91
"2011germany","hkovalainen",96.392,95.753,95.385,95.599,NA,NA
"2011germany","jalguersuari",95.115,94.487,94.125,93.658,93.698,NA
"2011germany","jbutton",93.628,93.225,91.623,93.224,91.532,91.288
"2011germany","jdambrosio",100.428,97.313,96.894,96.641,NA,NA
"2011germany","kchandhok",98.765,97.248,96.959,96.422,NA,NA
"2011germany","kkobayashi",96.882,94.491,93.671,93.786,NA,NA
"2011germany","lhamilton",92.996,92.724,91.578,92.934,90.998,90.134
"2011germany","mschumacher",93.863,92.411,92.523,92.603,92.18,92.482
"2011germany","mwebber",92.217,91.711,91.049,93.096,91.311,90.079
"2011germany","nheidfeld",95.444,93.098,93.072,92.505,92.215,NA
"2011germany","nrosberg",93.787,92.557,91.694,92.785,91.343,91.263
"2011germany","pdiresta",NA,93.299,92.813,92.651,92.56,NA
"2011germany","pmaldonado",96.842,94.996,92.751,93.003,92.635,NA
"2011germany","rbarrichello",95.389,94.344,93.179,93.664,93.043,NA
"2011germany","sbuemi",95.371,NA,93.948,93.635,93.546,NA
"2011germany","sperez",96.371,94.113,93.531,93.295,93.176,NA
"2011germany","svettel",92.268,92.084,90.916,92.973,91.017,90.216
"2011germany","tglock",100.109,96.94,96.724,96.4,NA,NA
"2011germany","vliuzzi",NA,98.145,96.804,97.011,NA,NA
"2011germany","vpetrov",94.094,93.138,92.777,93.187,91.985,92.187
"2011hungary","asutil",NA,82.981,83.966,82.237,82,81.445
"2011hungary","dricciardo",89.904,87.73,86.991,86.479,NA,NA
"2011hungary","falonso",83.642,81.259,81.469,81.578,80.262,80.365
"2011hungary","fmassa",84.115,82.099,82.002,82.13,81.099,80.35
"2011hungary","hkovalainen",86.878,85.447,85.501,84.362,NA,NA
"2011hungary","jalguersuari",86.099,84.182,83.998,83.285,82.979,NA
"2011hungary","jbutton",83.772,81.322,81.639,82.038,80.578,80.024
"2011hungary","jdambrosio",88.903,87.261,86.955,86.51,NA,NA
"2011hungary","jtrulli",87.352,84.994,85.141,84.534,NA,NA
"2011hungary","kkobayashi",85.113,83.03,83.626,83.278,82.435,NA
"2011hungary","lhamilton",83.35,81.018,82.667,81.636,81.105,79.978
"2011hungary","mschumacher",84.369,82.44,83.037,82.876,81.852,81.907
