"racename","driver","startlap","interrupt"
"2013abudhabi","rgrosjean",9,NA
"2013abudhabi","rgrosjean",38,NA
"2013abudhabi","cpic",1,NA
"2013abudhabi","cpic",9,NA
"2013abudhabi","cpic",33,NA
"2013abudhabi","vbottas",1,NA
"2013abudhabi","vbottas",25,NA
"2013abudhabi","vbottas",46,NA
"2013abudhabi","jbianchi",1,NA
"2013abudhabi","jbianchi",6,NA
"2013abudhabi","jbianchi",32,NA
"2013abudhabi","jbutton",1,NA
"2013abudhabi","jbutton",3,NA
"2013abudhabi","jbutton",12,NA
"2013abudhabi","gvandergarde",1,NA
"2013abudhabi","gvandergarde",8,NA
"2013abudhabi","gvandergarde",34,NA
"2013abudhabi","egutierrez",1,NA
"2013abudhabi","egutierrez",19,NA
"2013abudhabi","egutierrez",31,NA
"2013abudhabi","mchilton",1,NA
"2013abudhabi","mchilton",7,NA
"2013abudhabi","mchilton",33,NA
"2013abudhabi","falonso",1,NA
"2013abudhabi","falonso",17,NA
"2013abudhabi","falonso",45,NA
"2013abudhabi","fmassa",1,NA
"2013abudhabi","fmassa",19,NA
"2013abudhabi","fmassa",39,NA
"2013abudhabi","nrosberg",1,NA
"2013abudhabi","nrosberg",11,NA
"2013abudhabi","nrosberg",34,NA
"2013usa","svettel",1,NA
"2013usa","svettel",28,NA
"2013usa","pmaldonado",1,NA
"2013usa","pmaldonado",9,NA
"2013usa","pdiresta",1,NA
"2013usa","pdiresta",23,NA
"2013usa","pdiresta",50,NA
"2013usa","nhulkenberg",1,NA
"2013usa","nhulkenberg",28,NA
"2013usa","sperez",1,NA
"2013usa","sperez",23,NA
"2013usa","mwebber",1,NA
"2013usa","mwebber",29,NA
"2013usa","dricciardo",1,NA
"2013usa","dricciardo",23,NA
"2013usa","hkovalainen",1,NA
"2013usa","hkovalainen",18,NA
"2013usa","hkovalainen",32,NA
"2013usa","lhamilton",1,NA
"2013usa","lhamilton",26,NA
"2013usa","jvergne",1,NA
"2013usa","jvergne",28,NA
"2013usa","rgrosjean",1,NA
"2013usa","rgrosjean",30,NA
"2013usa","cpic",1,NA
"2013usa","cpic",21,NA
"2013usa","vbottas",1,NA
"2013usa","vbottas",24,NA
"2013usa","jbianchi",1,NA
"2013usa","jbianchi",22,NA
"2013usa","jbutton",1,NA
"2013usa","jbutton",21,NA
"2013usa","gvandergarde",1,NA
"2013usa","gvandergarde",22,NA
"2013usa","egutierrez",1,NA
"2013usa","egutierrez",2,NA
"2013usa","egutierrez",37,NA
"2013usa","mchilton",1,NA
"2013usa","mchilton",27,NA
"2013usa","falonso",1,NA
"2013usa","falonso",27,NA
"2013usa","fmassa",1,NA
"2013usa","fmassa",22,NA
"2013usa","fmassa",39,NA
"2013usa","nrosberg",1,NA
"2013usa","nrosberg",23,NA
"2013brazil","svettel",1,NA
"2013brazil","svettel",25,NA
"2013brazil","svettel",48,NA
"2013brazil","pmaldonado",1,NA
"2013brazil","pmaldonado",24,NA
"2013brazil","pmaldonado",44,NA
"2013brazil","asutil",1,NA
"2013brazil","asutil",18,NA
"2013brazil","asutil",38,NA
"2013brazil","asutil",55,NA
"2013brazil","pdiresta",1,NA
"2013brazil","pdiresta",21,NA
"2013brazil","pdiresta",48,NA
"2013brazil","nhulkenberg",1,NA
"2013brazil","nhulkenberg",21,NA
"2013brazil","nhulkenberg",47,NA
"2013brazil","sperez",1,NA
"2013brazil","sperez",20,NA
"2013brazil","sperez",45,NA
"2013brazil","mwebber",1,NA
"2013brazil","mwebber",24,NA
"2013brazil","mwebber",48,NA
"2013brazil","dricciardo",1,NA
"2013brazil","dricciardo",15,NA
"2013brazil","dricciardo",43,NA
"2013brazil","hkovalainen",1,NA
"2013brazil","hkovalainen",16,NA
"2013brazil","hkovalainen",35,NA
"2013brazil","lhamilton",1,NA
"2013brazil","lhamilton",22,NA
"2013brazil","lhamilton",48,NA
"2013brazil","jvergne",1,NA
"2013brazil","jvergne",11,NA
"2013brazil","jvergne",29,NA
"2013brazil","jvergne",47,NA
"2013brazil","rgrosjean",1,NA
"2013brazil","cpic",1,NA
"2013brazil","cpic",26,NA
"2013brazil","vbottas",1,NA
"2013brazil","vbottas",18,NA
"2013brazil","vbottas",42,NA
"2013brazil","jbianchi",1,NA
"2013brazil","jbianchi",22,NA
"2013brazil","jbianchi",48,NA
"2013brazil","jbutton",1,NA
"2013brazil","jbutton",21,NA
"2013brazil","jbutton",44,NA
"2013brazil","gvandergarde",1,NA
"2013brazil","gvandergarde",25,NA
"2013brazil","gvandergarde",48,NA
"2013brazil","egutierrez",1,NA
"2013brazil","egutierrez",23,NA
"2013brazil","egutierrez",48,NA
"2013brazil","mchilton",1,NA
"2013brazil","mchilton",27,NA
"2013brazil","mchilton",49,NA
"2013brazil","mchilton",67,NA
"2013brazil","falonso",1,NA
"2013brazil","falonso",22,NA
"2013brazil","falonso",48,NA
"2013brazil","fmassa",1,NA
"2013brazil","fmassa",20,NA
"2013brazil","fmassa",44,NA
"2013brazil","nrosberg",1,NA
"2013brazil","nrosberg",23,NA
"2013brazil","nrosberg",45,NA
"2014australia","svettel",1,NA
"2014australia","pmaldonado",1,NA
"2014australia","asutil",1,NA
"2014australia","asutil",36,NA
"2014australia","nhulkenberg",1,NA
"2014australia","nhulkenberg",13,NA
"2014australia","nhulkenberg",34,NA
"2014australia","sperez",1,NA
"2014australia","sperez",2,NA
"2014australia","sperez",12,NA
"2014australia","sperez",33,NA
"2014australia","dricciardo",1,NA
"2014australia","dricciardo",13,NA
"2014australia","dricciardo",37,NA
"2014australia","lhamilton",1,NA
"2014australia","jvergne",1,NA
"2014australia","jvergne",13,NA
"2014australia","jvergne",34,NA
"2014australia","rgrosjean",1,NA
"2014australia","rgrosjean",29,NA
"2014australia","kraikkonen",1,NA
"2014australia","kraikkonen",13,NA
"2014australia","kraikkonen",37,NA
"2014australia","vbottas",1,NA
"2014australia","vbottas",11,NA
"2014australia","vbottas",37,NA
"2014australia","jbianchi",1,NA
"2014australia","jbianchi",21,NA
"2014australia","jbianchi",36,NA
"2014australia","jbutton",1,NA
"2014australia","jbutton",12,NA
"2014australia","jbutton",33,NA
"2014australia","egutierrez",1,NA
"2014australia","egutierrez",2,NA
"2014australia","egutierrez",31,NA
"2014australia","mchilton",1,NA
"2014australia","mchilton",25,NA
"2014australia","mchilton",42,NA
"2014australia","dkvyat",1,NA
"2014australia","dkvyat",13,NA
"2014australia","dkvyat",37,NA
"2014australia","falonso",1,NA
"2014australia","falonso",13,NA
"2014australia","falonso",36,NA
"2014australia","mericsson",1,NA
"2014australia","mericsson",24,NA
"2014australia","kmagnussen",1,NA
"2014australia","kmagnussen",13,NA
"2014australia","kmagnussen",38,NA
"2014australia","nrosberg",1,NA
"2014australia","nrosberg",13,NA
"2014australia","nrosberg",39,NA
"2014malaysia","svettel",1,NA
"2014malaysia","svettel",14,NA
"2014malaysia","svettel",32,NA
"2014malaysia","svettel",50,NA
"2014malaysia","pmaldonado",1,NA
"2014malaysia","asutil",1,NA
"2014malaysia","asutil",12,NA
"2014malaysia","asutil",25,NA
"2014malaysia","nhulkenberg",1,NA
"2014malaysia","nhulkenberg",17,NA
"2014malaysia","nhulkenberg",35,NA
"2014malaysia","kkobayashi",1,NA
"2014malaysia","kkobayashi",16,NA
"2014malaysia","kkobayashi",32,NA
"2014malaysia","dricciardo",1,NA
"2014malaysia","dricciardo",13,NA
"2014malaysia","dricciardo",29,NA
"2014malaysia","dricciardo",41,NA
"2014malaysia","dricciardo",43,NA
"2014malaysia","dricciardo",45,NA
"2014malaysia","lhamilton",1,NA
"2014malaysia","lhamilton",16,NA
"2014malaysia","lhamilton",34,NA
"2014malaysia","lhamilton",52,NA
"2014malaysia","jvergne",1,NA
"2014malaysia","jvergne",3,NA
"2014malaysia","jvergne",18,NA
"2014malaysia","rgrosjean",1,NA
"2014malaysia","rgrosjean",13,NA
"2014malaysia","rgrosjean",26,NA
"2014malaysia","rgrosjean",41,NA
"2014malaysia","kraikkonen",1,NA
"2014malaysia","kraikkonen",3,NA
"2014malaysia","kraikkonen",19,NA
"2014malaysia","kraikkonen",35,NA
"2014malaysia","vbottas",1,NA
"2014malaysia","vbottas",15,NA
"2014malaysia","vbottas",30,NA
"2014malaysia","vbottas",45,NA
"2014malaysia","jbianchi",1,NA
"2014malaysia","jbianchi",2,NA
"2014malaysia","jbutton",1,NA
"2014malaysia","jbutton",14,NA
"2014malaysia","jbutton",26,NA
"2014malaysia","jbutton",40,NA
"2014malaysia","egutierrez",1,NA
"2014malaysia","egutierrez",11,NA
"2014malaysia","egutierrez",24,NA
"2014malaysia","mchilton",1,NA
"2014malaysia","mchilton",11,NA
"2014malaysia","mchilton",28,NA
"2014malaysia","mchilton",42,NA
"2014malaysia","dkvyat",1,NA
"2014malaysia","dkvyat",11,NA
"2014malaysia","dkvyat",23,NA
"2014malaysia","dkvyat",35,NA
"2014malaysia","falonso",1,NA
"2014malaysia","falonso",12,NA
"2014malaysia","falonso",28,NA
"2014malaysia","falonso",43,NA
"2014malaysia","mericsson",1,NA
"2014malaysia","mericsson",12,NA
"2014malaysia","mericsson",27,NA
"2014malaysia","mericsson",39,NA
"2014malaysia","kmagnussen",1,NA
"2014malaysia","kmagnussen",10,NA
"2014malaysia","kmagnussen",25,NA
"2014malaysia","kmagnussen",40,NA
"2014malaysia","fmassa",1,NA
"2014malaysia","fmassa",13,NA
"2014malaysia","fmassa",28,NA
"2014malaysia","fmassa",43,NA
"2014malaysia","nrosberg",1,NA
"2014malaysia","nrosberg",15,NA
"2014malaysia","nrosberg",33,NA
"2014malaysia","nrosberg",51,NA
"2010canada","svettel",1,NA
"2010canada","svettel",15,NA
"2010canada","svettel",28,NA
"2010canada","vpetrov",1,NA
"2010canada","vpetrov",19,NA
"2010canada","vpetrov",57,NA
"2010canada","rbarrichello",1,NA
"2010canada","rbarrichello",8,NA
"2010canada","rbarrichello",12,NA
"2010canada","rbarrichello",31,NA
"2010canada","asutil",1,NA
"2010canada","asutil",7,NA
"2010canada","asutil",28,NA
"2010canada","nhulkenberg",1,NA
"2010canada","nhulkenberg",7,NA
"2010canada","nhulkenberg",25,NA
"2010canada","nhulkenberg",59,NA
"2010canada","kkobayashi",1,NA
"2010canada","sbuemi",1,NA
"2010canada","sbuemi",16,NA
"2010canada","sbuemi",36,NA
"2010canada","sbuemi",51,NA
"2010canada","jalguersuari",1,NA
"2010canada","jalguersuari",8,NA
"2010canada","jalguersuari",26,NA
"2010canada","jalguersuari",43,NA
"2010canada","mwebber",1,NA
"2010canada","mwebber",14,NA
"2010canada","mwebber",51,NA
"2010canada","hkovalainen",1,NA
"2010canada","hkovalainen",17,NA
"2010canada","hkovalainen",33,NA
"2010canada","hkovalainen",52,NA
"2010canada","jtrulli",1,NA
"2010canada","jtrulli",6,NA
"2010canada","jtrulli",31,NA
"2010canada","jtrulli",41,NA
"2010canada","jtrulli",42,NA
"2010canada","kchandhok",1,NA
"2010canada","kchandhok",20,NA
"2010canada","kchandhok",46,NA
"2010canada","vliuzzi",1,NA
"2010canada","vliuzzi",2,NA
"2010canada","vliuzzi",25,NA
"2010canada","tglock",1,NA
"2010canada","tglock",16,NA
"2010canada","tglock",25,NA
"2010canada","tglock",33,NA
"2010canada","tglock",49,NA
"2010canada","lhamilton",1,NA
"2010canada","lhamilton",8,NA
"2010canada","lhamilton",27,NA
"2010canada","pdelarosa",1,NA
"2010canada","pdelarosa",2,NA
"2010canada","pdelarosa",19,NA
"2010canada","bsenna",1,NA
"2010canada","jbutton",1,NA
"2010canada","jbutton",7,NA
"2010canada","jbutton",28,NA
"2010canada","rkubica",1,NA
"2010canada","rkubica",10,NA
"2010canada","rkubica",27,NA
"2010canada","rkubica",60,NA
"2010canada","falonso",1,NA
"2010canada","falonso",8,NA
"2010canada","falonso",29,NA
"2010canada","ldigrassi",1,NA
"2010canada","ldigrassi",15,NA
"2010canada","ldigrassi",29,NA
"2010canada","ldigrassi",41,NA
"2010canada","fmassa",1,NA
"2010canada","fmassa",2,NA
"2010canada","fmassa",24,NA
"2010canada","fmassa",42,NA
"2010canada","fmassa",64,NA
"2010canada","mschumacher",1,NA
"2010canada","mschumacher",13,NA
"2010canada","mschumacher",15,NA
"2010canada","mschumacher",34,NA
"2010canada","nrosberg",1,NA
"2010canada","nrosberg",6,NA
"2010canada","nrosberg",28,NA
"2014bahrain","svettel",1,NA
"2014bahrain","svettel",17,NA
"2014bahrain","svettel",35,NA
"2014bahrain","pmaldonado",1,NA
"2014bahrain","pmaldonado",20,NA
"2014bahrain","pmaldonado",40,NA
"2014bahrain","pmaldonado",41,NA
"2014bahrain","asutil",1,NA
"2014bahrain","asutil",8,NA
"2014bahrain","asutil",14,NA
"2014bahrain","nhulkenberg",1,NA
"2014bahrain","nhulkenberg",16,NA
"2014bahrain","nhulkenberg",36,NA
"2014bahrain","kkobayashi",1,NA
"2014bahrain","kkobayashi",16,NA
"2014bahrain","kkobayashi",36,NA
"2014bahrain","sperez",1,NA
"2014bahrain","sperez",17,NA
"2014bahrain","sperez",35,NA
"2014bahrain","dricciardo",1,NA
"2014bahrain","dricciardo",19,NA
"2014bahrain","dricciardo",36,NA
"2014bahrain","lhamilton",1,NA
"2014bahrain","lhamilton",20,NA
"2014bahrain","lhamilton",42,NA
"2014bahrain","jvergne",1,NA
"2014bahrain","jvergne",2,NA
"2014bahrain","jvergne",15,NA
"2014bahrain","rgrosjean",1,NA
"2014bahrain","rgrosjean",14,NA
"2014bahrain","rgrosjean",29,NA
"2014bahrain","rgrosjean",38,NA
"2014bahrain","kraikkonen",1,NA
"2014bahrain","kraikkonen",14,NA
"2014bahrain","kraikkonen",34,NA
"2014bahrain","kraikkonen",42,NA
"2014bahrain","vbottas",1,NA
"2014bahrain","vbottas",11,NA
"2014bahrain","vbottas",26,NA
"2014bahrain","vbottas",41,NA
"2014bahrain","jbianchi",1,NA
"2014bahrain","jbianchi",11,NA
"2014bahrain","jbianchi",14,NA
"2014bahrain","jbianchi",32,NA
"2014bahrain","jbianchi",41,NA
"2014bahrain","jbutton",1,NA
"2014bahrain","jbutton",18,NA
"2014bahrain","jbutton",36,NA
"2014bahrain","egutierrez",1,NA
"2014bahrain","egutierrez",13,NA
"2014bahrain","egutierrez",28,NA
"2014bahrain","mchilton",1,NA
"2014bahrain","mchilton",12,NA
"2014bahrain","mchilton",29,NA
"2014bahrain","mchilton",41,NA
"2014bahrain","dkvyat",1,NA
"2014bahrain","dkvyat",11,NA
"2014bahrain","dkvyat",25,NA
"2014bahrain","dkvyat",40,NA
"2014bahrain","falonso",1,NA
"2014bahrain","falonso",13,NA
"2014bahrain","falonso",29,NA
"2014bahrain","falonso",42,NA
"2014bahrain","mericsson",1,NA
"2014bahrain","mericsson",12,NA
"2014bahrain","mericsson",27,NA
"2014bahrain","kmagnussen",1,NA
"2014bahrain","kmagnussen",15,NA
"2014bahrain","kmagnussen",26,NA
"2014bahrain","kmagnussen",39,NA
"2014bahrain","fmassa",1,NA
"2014bahrain","fmassa",14,NA
"2014bahrain","fmassa",29,NA
"2014bahrain","fmassa",39,NA
"2014bahrain","nrosberg",1,NA
"2014bahrain","nrosberg",22,NA
"2014bahrain","nrosberg",42,NA
"2014china","svettel",1,NA
"2014china","svettel",13,NA
"2014china","svettel",35,NA
"2014china","pmaldonado",1,NA
"2014china","pmaldonado",12,NA
"2014china","pmaldonado",33,NA
"2014china","asutil",1,NA
"2014china","nhulkenberg",1,NA
"2014china","nhulkenberg",12,NA
"2014china","nhulkenberg",32,NA
"2014china","kkobayashi",1,NA
"2014china","kkobayashi",12,NA
"2014china","kkobayashi",31,NA
"2014china","kkobayashi",41,NA
"2014china","sperez",1,NA
"2014china","sperez",11,NA
"2014china","sperez",31,NA
"2014china","dricciardo",1,NA
"2014china","dricciardo",16,NA
"2014china","dricciardo",38,NA
"2014china","lhamilton",1,NA
"2014china","lhamilton",18,NA
"2014china","lhamilton",39,NA
"2014china","jvergne",1,NA
"2014china","jvergne",16,NA
"2014china","jvergne",33,NA
"2014china","rgrosjean",1,NA
"2014china","rgrosjean",10,NA
"2014china","kraikkonen",1,NA
"2014china","kraikkonen",11,NA
"2014china","kraikkonen",32,NA
"2014china","vbottas",1,NA
"2014china","vbottas",13,NA
"2014china","vbottas",32,NA
"2014china","jbianchi",1,NA
"2014china","jbianchi",12,NA
"2014china","jbianchi",29,NA
"2014china","jbutton",1,NA
"2014china","jbutton",8,NA
"2014china","jbutton",29,NA
"2014china","egutierrez",1,NA
"2014china","egutierrez",15,NA
"2014china","egutierrez",28,NA
"2014china","egutierrez",41,NA
"2014china","mchilton",1,NA
"2014china","mchilton",13,NA
"2014china","mchilton",33,NA
"2014china","mchilton",49,NA
"2014china","dkvyat",1,NA
"2014china","dkvyat",15,NA
"2014china","dkvyat",32,NA
"2014china","falonso",1,NA
"2014china","falonso",12,NA
"2014china","falonso",34,NA
"2014china","mericsson",1,NA
"2014china","mericsson",11,NA
"2014china","mericsson",28,NA
"2014china","mericsson",43,NA
"2014china","kmagnussen",1,NA
"2014china","kmagnussen",18,NA
"2014china","kmagnussen",32,NA
"2014china","fmassa",1,NA
"2014china","fmassa",11,NA
"2014china","fmassa",32,NA
"2014china","nrosberg",1,NA
"2014china","nrosberg",14,NA
"2014china","nrosberg",38,NA
"2014spain","svettel",1,NA
"2014spain","svettel",13,NA
"2014spain","svettel",34,NA
"2014spain","svettel",53,NA
"2014spain","pmaldonado",1,NA
"2014spain","pmaldonado",16,NA
"2014spain","pmaldonado",38,NA
"2014spain","asutil",1,NA
"2014spain","asutil",18,NA
"2014spain","asutil",36,NA
"2014spain","nhulkenberg",1,NA
"2014spain","nhulkenberg",18,NA
"2014spain","nhulkenberg",37,NA
"2014spain","kkobayashi",1,NA
"2014spain","kkobayashi",24,NA
"2014spain","sperez",1,NA
"2014spain","sperez",19,NA
"2014spain","sperez",38,NA
"2014spain","dricciardo",1,NA
"2014spain","dricciardo",15,NA
"2014spain","dricciardo",46,NA
"2014spain","lhamilton",1,NA
"2014spain","lhamilton",19,NA
"2014spain","lhamilton",44,NA
"2014spain","jvergne",1,NA
"2014spain","jvergne",17,NA
"2014spain","rgrosjean",1,NA
"2014spain","rgrosjean",16,NA
"2014spain","rgrosjean",35,NA
"2014spain","kraikkonen",1,NA
"2014spain","kraikkonen",18,NA
"2014spain","kraikkonen",44,NA
"2014spain","vbottas",1,NA
"2014spain","vbottas",21,NA
"2014spain","vbottas",46,NA
"2014spain","jbianchi",1,NA
"2014spain","jbianchi",22,NA
"2014spain","jbianchi",42,NA
"2014spain","jbutton",1,NA
"2014spain","jbutton",18,NA
"2014spain","jbutton",37,NA
"2014spain","egutierrez",1,NA
"2014spain","egutierrez",19,NA
"2014spain","egutierrez",37,NA
"2014spain","egutierrez",53,NA
"2014spain","mchilton",1,NA
"2014spain","mchilton",18,NA
"2014spain","mchilton",32,NA
"2014spain","mchilton",43,NA
"2014spain","dkvyat",1,NA
"2014spain","dkvyat",19,NA
"2014spain","dkvyat",37,NA
"2014spain","dkvyat",54,NA
"2014spain","falonso",1,NA
"2014spain","falonso",17,NA
"2014spain","falonso",36,NA
"2014spain","falonso",54,NA
"2014spain","mericsson",1,NA
"2014spain","mericsson",19,NA
"2014spain","mericsson",41,NA
"2014spain","kmagnussen",1,NA
"2014spain","kmagnussen",20,NA
"2014spain","kmagnussen",42,NA
"2014spain","fmassa",1,NA
"2014spain","fmassa",16,NA
"2014spain","fmassa",29,NA
"2014spain","fmassa",47,NA
"2014spain","nrosberg",1,NA
"2014spain","nrosberg",22,NA
"2014spain","nrosberg",46,NA
"2014monaco","svettel",1,NA
"2014monaco","svettel",5,NA
"2014monaco","asutil",1,NA
"2014monaco","asutil",2,NA
"2014monaco","nhulkenberg",1,NA
"2014monaco","nhulkenberg",27,NA
"2014monaco","kkobayashi",1,NA
"2014monaco","kkobayashi",26,NA
"2014monaco","kkobayashi",63,NA
"2014monaco","dricciardo",1,NA
"2014monaco","dricciardo",27,NA
"2014monaco","lhamilton",1,NA
"2014monaco","lhamilton",27,NA
"2014monaco","jvergne",1,NA
"2014monaco","jvergne",27,NA
"2014monaco","rgrosjean",1,NA
"2014monaco","rgrosjean",2,NA
"2014monaco","rgrosjean",24,NA
"2014monaco","kraikkonen",1,NA
"2014monaco","kraikkonen",27,NA
"2014monaco","kraikkonen",29,NA
"2014monaco","kraikkonen",74,NA
"2014monaco","vbottas",1,NA
"2014monaco","vbottas",27,NA
"2014monaco","jbianchi",1,NA
"2014monaco","jbianchi",26,NA
"2014monaco","jbutton",1,NA
"2014monaco","jbutton",26,NA
"2014monaco","egutierrez",1,NA
"2014monaco","egutierrez",26,NA
"2014monaco","mchilton",1,NA
"2014monaco","mchilton",25,NA
"2014monaco","mchilton",28,NA
"2014monaco","mchilton",67,NA
"2014monaco","dkvyat",1,NA
"2014monaco","falonso",1,NA
"2014monaco","falonso",27,NA
"2014monaco","mericsson",1,NA
"2014monaco","mericsson",26,NA
"2014monaco","mericsson",52,NA
"2014monaco","kmagnussen",1,NA
"2014monaco","kmagnussen",27,NA
"2014monaco","fmassa",1,NA
"2014monaco","fmassa",46,NA
"2014monaco","nrosberg",1,NA
"2014monaco","nrosberg",27,NA
"2014canada","svettel",1,NA
"2014canada","svettel",16,NA
"2014canada","svettel",37,NA
"2014canada","pmaldonado",1,NA
"2014canada","asutil",1,NA
"2014canada","asutil",16,NA
"2014canada","asutil",41,NA
"2014canada","nhulkenberg",1,NA
"2014canada","nhulkenberg",42,NA
"2014canada","kkobayashi",1,NA
"2014canada","sperez",1,NA
"2014canada","sperez",35,NA
"2014canada","dricciardo",1,NA
"2014canada","dricciardo",14,NA
"2014canada","dricciardo",38,NA
"2014canada","lhamilton",1,NA
"2014canada","lhamilton",20,NA
"2014canada","lhamilton",46,NA
"2014canada","jvergne",1,NA
"2014canada","jvergne",16,NA
"2014canada","jvergne",40,NA
"2014canada","rgrosjean",1,NA
"2014canada","rgrosjean",12,NA
"2014canada","rgrosjean",47,NA
"2014canada","kraikkonen",1,NA
"2014canada","kraikkonen",18,NA
"2014canada","kraikkonen",40,NA
"2014canada","vbottas",1,NA
"2014canada","vbottas",15,NA
"2014canada","vbottas",36,NA
"2014canada","jbutton",1,NA
"2014canada","jbutton",15,NA
"2014canada","jbutton",39,NA
"2014canada","egutierrez",1,NA
"2014canada","egutierrez",2,NA
"2014canada","egutierrez",3,NA
"2014canada","egutierrez",33,NA
"2014canada","dkvyat",1,NA
"2014canada","dkvyat",30,NA
"2014canada","dkvyat",47,NA
"2014canada","falonso",1,NA
"2014canada","falonso",17,NA
"2014canada","falonso",45,NA
"2014canada","mericsson",1,NA
"2014canada","kmagnussen",1,NA
"2014canada","kmagnussen",16,NA
"2014canada","kmagnussen",46,NA
"2014canada","fmassa",1,NA
"2014canada","fmassa",16,NA
"2014canada","fmassa",49,NA
"2014canada","nrosberg",1,NA
"2014canada","nrosberg",19,NA
"2014canada","nrosberg",45,NA
"2014austria","svettel",1,NA
"2014austria","svettel",21,NA
"2014austria","svettel",29,NA
"2014austria","pmaldonado",1,NA
"2014austria","pmaldonado",27,NA
"2014austria","pmaldonado",57,NA
"2014austria","asutil",1,NA
"2014austria","asutil",12,NA
"2014austria","asutil",44,NA
"2014austria","nhulkenberg",1,NA
"2014austria","nhulkenberg",10,NA
"2014austria","nhulkenberg",40,NA
"2014austria","kkobayashi",1,NA
"2014austria","kkobayashi",15,NA
"2014austria","sperez",1,NA
"2014austria","sperez",30,NA
"2014austria","sperez",56,NA
"2014austria","dricciardo",1,NA
"2014austria","dricciardo",11,NA
"2014austria","dricciardo",44,NA
"2014austria","lhamilton",1,NA
"2014austria","lhamilton",14,NA
"2014austria","lhamilton",40,NA
"2014austria","jvergne",1,NA
"2014austria","jvergne",9,NA
"2014austria","jvergne",40,NA
"2014austria","rgrosjean",1,NA
"2014austria","rgrosjean",4,NA
"2014austria","rgrosjean",28,NA
"2014austria","kraikkonen",1,NA
"2014austria","kraikkonen",16,NA
"2014austria","kraikkonen",45,NA
"2014austria","vbottas",1,NA
"2014austria","vbottas",16,NA
"2014austria","vbottas",42,NA
"2014austria","jbianchi",1,NA
"2014austria","jbianchi",41,NA
"2014austria","jbutton",1,NA
"2014austria","jbutton",28,NA
"2014austria","jbutton",59,NA
"2014austria","egutierrez",1,NA
"2014austria","egutierrez",13,NA
"2014austria","egutierrez",46,NA
"2014austria","mchilton",1,NA
"2014austria","mchilton",38,NA
"2014austria","dkvyat",1,NA
"2014austria","dkvyat",11,NA
"2014austria","falonso",1,NA
"2014austria","falonso",15,NA
"2014austria","falonso",48,NA
"2014austria","mericsson",1,NA
"2014austria","mericsson",29,NA
"2014austria","mericsson",44,NA
"2014austria","kmagnussen",1,NA
"2014austria","kmagnussen",11,NA
"2014austria","kmagnussen",41,NA
"2014austria","fmassa",1,NA
"2014austria","fmassa",15,NA
"2014austria","fmassa",44,NA
"2014austria","nrosberg",1,NA
"2014austria","nrosberg",12,NA
"2014austria","nrosberg",41,NA
"2014greatbritain","svettel",1,NA
"2014greatbritain","svettel",3,NA
"2014greatbritain","svettel",11,NA
"2014greatbritain","svettel",34,NA
"2014greatbritain","pmaldonado",1,NA
"2014greatbritain","pmaldonado",3,NA
"2014greatbritain","pmaldonado",27,NA
"2014greatbritain","asutil",1,NA
"2014greatbritain","asutil",3,NA
"2014greatbritain","asutil",24,NA
"2014greatbritain","nhulkenberg",1,NA
"2014greatbritain","nhulkenberg",3,NA
"2014greatbritain","nhulkenberg",30,NA
"2014greatbritain","kkobayashi",1,NA
"2014greatbritain","kkobayashi",3,NA
"2014greatbritain","kkobayashi",19,NA
"2014greatbritain","kkobayashi",30,NA
"2014greatbritain","sperez",1,NA
"2014greatbritain","sperez",3,NA
"2014greatbritain","sperez",27,NA
"2014greatbritain","dricciardo",1,NA
"2014greatbritain","dricciardo",3,NA
"2014greatbritain","dricciardo",16,NA
"2014greatbritain","lhamilton",1,NA
"2014greatbritain","lhamilton",3,NA
"2014greatbritain","lhamilton",25,NA
"2014greatbritain","lhamilton",42,NA
"2014greatbritain","jvergne",1,NA
"2014greatbritain","jvergne",3,NA
"2014greatbritain","jvergne",28,NA
"2014greatbritain","rgrosjean",1,NA
"2014greatbritain","rgrosjean",3,NA
"2014greatbritain","rgrosjean",31,NA
"2014greatbritain","vbottas",1,NA
"2014greatbritain","vbottas",3,NA
"2014greatbritain","vbottas",32,NA
"2014greatbritain","jbianchi",1,NA
"2014greatbritain","jbianchi",3,NA
"2014greatbritain","jbianchi",30,NA
"2014greatbritain","jbutton",1,NA
"2014greatbritain","jbutton",3,NA
"2014greatbritain","jbutton",29,NA
"2014greatbritain","egutierrez",1,NA
"2014greatbritain","egutierrez",3,NA
"2014greatbritain","mchilton",1,NA
"2014greatbritain","mchilton",2,NA
"2014greatbritain","mchilton",3,NA
"2014greatbritain","mchilton",30,NA
"2014greatbritain","dkvyat",1,NA
"2014greatbritain","dkvyat",3,NA
"2014greatbritain","dkvyat",15,NA
"2014greatbritain","dkvyat",36,NA
"2014greatbritain","falonso",1,NA
"2014greatbritain","falonso",3,NA
"2014greatbritain","falonso",26,NA
"2014greatbritain","mericsson",1,NA
"2014greatbritain","mericsson",3,NA
"2014greatbritain","kmagnussen",1,NA
"2014greatbritain","kmagnussen",3,NA
"2014greatbritain","kmagnussen",28,NA
"2014greatbritain","nrosberg",1,NA
"2014greatbritain","nrosberg",3,NA
"2014greatbritain","nrosberg",19,NA
"2014germany","svettel",1,NA
"2014germany","svettel",15,NA
"2014germany","svettel",35,NA
"2014germany","svettel",46,NA
"2014germany","pmaldonado",1,NA
"2014germany","pmaldonado",19,NA
"2014germany","pmaldonado",39,NA
"2014germany","asutil",1,NA
"2014germany","asutil",17,NA
