"racename","driver","startlap","interrupt"
"2016europe","nrosberg",22,NA
"2016austria","svettel",1,NA
"2016austria","nhulkenberg",1,NA
"2016austria","nhulkenberg",9,NA
"2016austria","nhulkenberg",25,NA
"2016austria","nhulkenberg",51,NA
"2016austria","sperez",1,NA
"2016austria","sperez",10,NA
"2016austria","sperez",27,NA
"2016austria","dricciardo",1,NA
"2016austria","dricciardo",15,NA
"2016austria","dricciardo",61,NA
"2016austria","lhamilton",1,NA
"2016austria","lhamilton",22,NA
"2016austria","lhamilton",55,NA
"2016austria","rgrosjean",1,NA
"2016austria","rgrosjean",27,NA
"2016austria","kraikkonen",1,NA
"2016austria","kraikkonen",23,NA
"2016austria","vbottas",1,NA
"2016austria","vbottas",10,NA
"2016austria","vbottas",52,NA
"2016austria","jbutton",1,NA
"2016austria","jbutton",10,NA
"2016austria","jbutton",27,NA
"2016austria","egutierrez",1,NA
"2016austria","egutierrez",22,NA
"2016austria","egutierrez",42,NA
"2016austria","dkvyat",1,NA
"2016austria","falonso",1,NA
"2016austria","falonso",9,NA
"2016austria","falonso",27,NA
"2016austria","mericsson",1,NA
"2016austria","mericsson",13,NA
"2016austria","mericsson",51,NA
"2016austria","kmagnussen",1,NA
"2016austria","kmagnussen",12,NA
"2016austria","kmagnussen",50,NA
"2016austria","lnasr",1,NA
"2016austria","lnasr",44,NA
"2016austria","fmassa",1,NA
"2016austria","fmassa",13,NA
"2016austria","fmassa",57,NA
"2016austria","mverstappen",1,NA
"2016austria","mverstappen",16,NA
"2016austria","csainz",1,NA
"2016austria","csainz",10,NA
"2016austria","jpalmer",1,NA
"2016austria","jpalmer",13,NA
"2016austria","jpalmer",51,NA
"2016austria","rharyanto",1,NA
"2016austria","rharyanto",28,NA
"2016austria","rharyanto",51,NA
"2016austria","pwehrlein",1,NA
"2016austria","pwehrlein",14,NA
"2016austria","pwehrlein",24,NA
"2016austria","nrosberg",1,NA
"2016austria","nrosberg",11,NA
"2016austria","nrosberg",56,NA
"2016greatbritain","svettel",1,NA
"2016greatbritain","svettel",6,NA
"2016greatbritain","svettel",16,NA
"2016greatbritain","nhulkenberg",1,NA
"2016greatbritain","nhulkenberg",6,NA
"2016greatbritain","nhulkenberg",18,NA
"2016greatbritain","sperez",1,NA
"2016greatbritain","sperez",8,NA
"2016greatbritain","sperez",18,NA
"2016greatbritain","dricciardo",1,NA
"2016greatbritain","dricciardo",7,NA
"2016greatbritain","dricciardo",18,NA
"2016greatbritain","lhamilton",1,NA
"2016greatbritain","lhamilton",8,NA
"2016greatbritain","lhamilton",18,NA
"2016greatbritain","rgrosjean",1,NA
"2016greatbritain","rgrosjean",6,NA
"2016greatbritain","rgrosjean",17,NA
"2016greatbritain","kraikkonen",1,NA
"2016greatbritain","kraikkonen",6,NA
"2016greatbritain","kraikkonen",17,NA
"2016greatbritain","vbottas",1,NA
"2016greatbritain","vbottas",6,NA
"2016greatbritain","vbottas",17,NA
"2016greatbritain","jbutton",1,NA
"2016greatbritain","jbutton",7,NA
"2016greatbritain","jbutton",18,NA
"2016greatbritain","egutierrez",1,NA
"2016greatbritain","egutierrez",6,NA
"2016greatbritain","egutierrez",18,NA
"2016greatbritain","dkvyat",1,NA
"2016greatbritain","dkvyat",7,NA
"2016greatbritain","dkvyat",17,NA
"2016greatbritain","falonso",1,NA
"2016greatbritain","falonso",6,NA
"2016greatbritain","falonso",18,NA
"2016greatbritain","falonso",40,NA
"2016greatbritain","mericsson",1,NA
"2016greatbritain","mericsson",8,NA
"2016greatbritain","mericsson",11,NA
"2016greatbritain","kmagnussen",1,NA
"2016greatbritain","kmagnussen",6,NA
"2016greatbritain","kmagnussen",18,NA
"2016greatbritain","kmagnussen",41,NA
"2016greatbritain","lnasr",1,NA
"2016greatbritain","lnasr",8,NA
"2016greatbritain","lnasr",17,NA
"2016greatbritain","fmassa",1,NA
"2016greatbritain","fmassa",7,NA
"2016greatbritain","fmassa",17,NA
"2016greatbritain","fmassa",39,NA
"2016greatbritain","mverstappen",1,NA
"2016greatbritain","mverstappen",8,NA
"2016greatbritain","mverstappen",19,NA
"2016greatbritain","csainz",1,NA
"2016greatbritain","csainz",6,NA
"2016greatbritain","csainz",18,NA
"2016greatbritain","jpalmer",1,NA
"2016greatbritain","jpalmer",7,NA
"2016greatbritain","jpalmer",17,NA
"2016greatbritain","jpalmer",20,NA
"2016greatbritain","rharyanto",1,NA
"2016greatbritain","rharyanto",7,NA
"2016greatbritain","rharyanto",18,NA
"2016greatbritain","pwehrlein",1,NA
"2016greatbritain","pwehrlein",6,NA
"2016greatbritain","nrosberg",1,NA
"2016greatbritain","nrosberg",8,NA
"2016greatbritain","nrosberg",18,NA
"2016hungary","svettel",1,NA
"2016hungary","svettel",15,NA
"2016hungary","svettel",42,NA
"2016hungary","nhulkenberg",1,NA
"2016hungary","nhulkenberg",15,NA
"2016hungary","nhulkenberg",40,NA
"2016hungary","sperez",1,NA
"2016hungary","sperez",28,NA
"2016hungary","sperez",41,NA
"2016hungary","dricciardo",1,NA
"2016hungary","dricciardo",16,NA
"2016hungary","dricciardo",34,NA
"2016hungary","lhamilton",1,NA
"2016hungary","lhamilton",17,NA
"2016hungary","lhamilton",42,NA
"2016hungary","rgrosjean",1,NA
"2016hungary","rgrosjean",15,NA
"2016hungary","rgrosjean",37,NA
"2016hungary","kraikkonen",1,NA
"2016hungary","kraikkonen",30,NA
"2016hungary","kraikkonen",51,NA
"2016hungary","vbottas",1,NA
"2016hungary","vbottas",17,NA
"2016hungary","vbottas",44,NA
"2016hungary","jbutton",1,NA
"2016hungary","jbutton",8,NA
"2016hungary","jbutton",29,NA
"2016hungary","egutierrez",1,NA
"2016hungary","egutierrez",16,NA
"2016hungary","egutierrez",38,NA
"2016hungary","dkvyat",1,NA
"2016hungary","dkvyat",25,NA
"2016hungary","dkvyat",47,NA
"2016hungary","falonso",1,NA
"2016hungary","falonso",16,NA
"2016hungary","falonso",45,NA
"2016hungary","mericsson",1,NA
"2016hungary","mericsson",18,NA
"2016hungary","mericsson",46,NA
"2016hungary","mericsson",63,NA
"2016hungary","kmagnussen",1,NA
"2016hungary","kmagnussen",25,NA
"2016hungary","kmagnussen",37,NA
"2016hungary","lnasr",1,NA
"2016hungary","lnasr",12,NA
"2016hungary","lnasr",40,NA
"2016hungary","fmassa",1,NA
"2016hungary","fmassa",26,NA
"2016hungary","fmassa",66,NA
"2016hungary","mverstappen",1,NA
"2016hungary","mverstappen",17,NA
"2016hungary","mverstappen",39,NA
"2016hungary","csainz",1,NA
"2016hungary","csainz",17,NA
"2016hungary","csainz",43,NA
"2016hungary","jpalmer",1,NA
"2016hungary","jpalmer",27,NA
"2016hungary","jpalmer",40,NA
"2016hungary","rharyanto",1,NA
"2016hungary","rharyanto",30,NA
"2016hungary","pwehrlein",1,NA
"2016hungary","pwehrlein",10,NA
"2016hungary","pwehrlein",36,NA
"2016hungary","nrosberg",1,NA
"2016hungary","nrosberg",18,NA
"2016hungary","nrosberg",43,NA
"2016germany","svettel",1,NA
"2016germany","svettel",14,NA
"2016germany","svettel",32,NA
"2016germany","svettel",47,NA
"2016germany","nhulkenberg",1,NA
"2016germany","nhulkenberg",13,NA
"2016germany","nhulkenberg",33,NA
"2016germany","nhulkenberg",45,NA
"2016germany","sperez",1,NA
"2016germany","sperez",9,NA
"2016germany","sperez",28,NA
"2016germany","sperez",44,NA
"2016germany","dricciardo",1,NA
"2016germany","dricciardo",13,NA
"2016germany","dricciardo",34,NA
"2016germany","dricciardo",47,NA
"2016germany","lhamilton",1,NA
"2016germany","lhamilton",15,NA
"2016germany","lhamilton",35,NA
"2016germany","lhamilton",48,NA
"2016germany","rgrosjean",1,NA
"2016germany","rgrosjean",18,NA
"2016germany","rgrosjean",44,NA
"2016germany","kraikkonen",1,NA
"2016germany","kraikkonen",15,NA
"2016germany","kraikkonen",33,NA
"2016germany","kraikkonen",48,NA
"2016germany","vbottas",1,NA
"2016germany","vbottas",13,NA
"2016germany","vbottas",34,NA
"2016germany","jbutton",1,NA
"2016germany","jbutton",14,NA
"2016germany","jbutton",32,NA
"2016germany","jbutton",47,NA
"2016germany","egutierrez",1,NA
"2016germany","egutierrez",26,NA
"2016germany","egutierrez",48,NA
"2016germany","dkvyat",1,NA
"2016germany","dkvyat",8,NA
"2016germany","dkvyat",29,NA
"2016germany","dkvyat",50,NA
"2016germany","falonso",1,NA
"2016germany","falonso",15,NA
"2016germany","falonso",29,NA
"2016germany","falonso",48,NA
"2016germany","mericsson",1,NA
"2016germany","mericsson",17,NA
"2016germany","mericsson",34,NA
"2016germany","kmagnussen",1,NA
"2016germany","kmagnussen",12,NA
"2016germany","kmagnussen",33,NA
"2016germany","lnasr",1,NA
"2016germany","lnasr",8,NA
"2016germany","lnasr",20,NA
"2016germany","lnasr",43,NA
"2016germany","fmassa",1,NA
"2016germany","fmassa",10,NA
"2016germany","fmassa",27,NA
"2016germany","mverstappen",1,NA
"2016germany","mverstappen",12,NA
"2016germany","mverstappen",29,NA
"2016germany","mverstappen",46,NA
"2016germany","csainz",1,NA
"2016germany","csainz",10,NA
"2016germany","csainz",30,NA
"2016germany","csainz",52,NA
"2016germany","jpalmer",1,NA
"2016germany","jpalmer",3,NA
"2016germany","jpalmer",26,NA
"2016germany","jpalmer",46,NA
"2016germany","rharyanto",1,NA
"2016germany","rharyanto",14,NA
"2016germany","rharyanto",33,NA
"2016germany","rharyanto",50,NA
"2016germany","pwehrlein",1,NA
"2016germany","pwehrlein",13,NA
"2016germany","pwehrlein",27,NA
"2016germany","pwehrlein",47,NA
"2016germany","nrosberg",1,NA
"2016germany","nrosberg",12,NA
"2016germany","nrosberg",28,NA
"2016germany","nrosberg",45,NA
"2016belgium","svettel",1,NA
"2016belgium","svettel",2,NA
"2016belgium","svettel",11,NA
"2016belgium","svettel",24,NA
"2016belgium","nhulkenberg",1,NA
"2016belgium","nhulkenberg",7,NA
"2016belgium","nhulkenberg",11,NA
"2016belgium","nhulkenberg",24,NA
"2016belgium","sperez",1,NA
"2016belgium","sperez",7,NA
"2016belgium","sperez",11,NA
"2016belgium","sperez",25,NA
"2016belgium","dricciardo",1,NA
"2016belgium","dricciardo",11,NA
"2016belgium","dricciardo",26,NA
"2016belgium","lhamilton",1,NA
"2016belgium","lhamilton",11,NA
"2016belgium","lhamilton",22,NA
"2016belgium","lhamilton",33,NA
"2016belgium","rgrosjean",1,NA
"2016belgium","rgrosjean",7,NA
"2016belgium","rgrosjean",11,NA
"2016belgium","rgrosjean",24,NA
"2016belgium","kraikkonen",1,NA
"2016belgium","kraikkonen",2,NA
"2016belgium","kraikkonen",6,NA
"2016belgium","kraikkonen",11,NA
"2016belgium","kraikkonen",25,NA
"2016belgium","vbottas",1,NA
"2016belgium","vbottas",8,NA
"2016belgium","vbottas",11,NA
"2016belgium","vbottas",24,NA
"2016belgium","jbutton",1,NA
"2016belgium","egutierrez",1,NA
"2016belgium","egutierrez",8,NA
"2016belgium","egutierrez",11,NA
"2016belgium","egutierrez",23,NA
"2016belgium","dkvyat",1,NA
"2016belgium","dkvyat",11,NA
"2016belgium","dkvyat",22,NA
"2016belgium","dkvyat",36,NA
"2016belgium","falonso",1,NA
"2016belgium","falonso",11,NA
"2016belgium","falonso",24,NA
"2016belgium","mericsson",1,NA
"2016belgium","kmagnussen",1,NA
"2016belgium","lnasr",1,NA
"2016belgium","lnasr",2,NA
"2016belgium","lnasr",11,NA
"2016belgium","lnasr",24,NA
"2016belgium","fmassa",1,NA
"2016belgium","fmassa",3,NA
"2016belgium","fmassa",11,NA
"2016belgium","fmassa",23,NA
"2016belgium","mverstappen",1,NA
"2016belgium","mverstappen",2,NA
"2016belgium","mverstappen",11,NA
"2016belgium","mverstappen",17,NA
"2016belgium","mverstappen",28,NA
"2016belgium","eocon",1,NA
"2016belgium","eocon",7,NA
"2016belgium","eocon",11,NA
"2016belgium","eocon",25,NA
"2016belgium","csainz",1,NA
"2016belgium","jpalmer",1,NA
"2016belgium","jpalmer",7,NA
"2016belgium","jpalmer",11,NA
"2016belgium","jpalmer",23,NA
"2016belgium","jpalmer",35,NA
"2016belgium","nrosberg",1,NA
"2016belgium","nrosberg",11,NA
"2016belgium","nrosberg",27,NA
"2016italy","svettel",1,NA
"2016italy","svettel",17,NA
"2016italy","svettel",34,NA
"2016italy","nhulkenberg",1,NA
"2016italy","nhulkenberg",15,NA
"2016italy","nhulkenberg",34,NA
"2016italy","sperez",1,NA
"2016italy","sperez",16,NA
"2016italy","sperez",29,NA
"2016italy","dricciardo",1,NA
"2016italy","dricciardo",17,NA
"2016italy","dricciardo",38,NA
"2016italy","lhamilton",1,NA
"2016italy","lhamilton",26,NA
"2016italy","rgrosjean",1,NA
"2016italy","rgrosjean",29,NA
"2016italy","kraikkonen",1,NA
"2016italy","kraikkonen",16,NA
"2016italy","kraikkonen",35,NA
"2016italy","vbottas",1,NA
"2016italy","vbottas",14,NA
"2016italy","vbottas",31,NA
"2016italy","jbutton",1,NA
"2016italy","jbutton",16,NA
"2016italy","jbutton",39,NA
"2016italy","egutierrez",1,NA
"2016italy","egutierrez",17,NA
"2016italy","egutierrez",35,NA
"2016italy","dkvyat",1,NA
"2016italy","dkvyat",14,NA
"2016italy","dkvyat",34,NA
"2016italy","falonso",1,NA
"2016italy","falonso",14,NA
"2016italy","falonso",34,NA
"2016italy","falonso",50,NA
"2016italy","mericsson",1,NA
"2016italy","mericsson",24,NA
"2016italy","kmagnussen",1,NA
"2016italy","kmagnussen",15,NA
"2016italy","kmagnussen",31,NA
"2016italy","lnasr",1,NA
"2016italy","lnasr",3,NA
"2016italy","lnasr",5,NA
"2016italy","lnasr",6,NA
"2016italy","fmassa",1,NA
"2016italy","fmassa",17,NA
"2016italy","fmassa",37,NA
"2016italy","mverstappen",1,NA
"2016italy","mverstappen",14,NA
"2016italy","mverstappen",36,NA
"2016italy","eocon",1,NA
"2016italy","eocon",33,NA
"2016italy","csainz",1,NA
"2016italy","csainz",24,NA
"2016italy","csainz",40,NA
"2016italy","jpalmer",1,NA
"2016italy","jpalmer",3,NA
"2016italy","pwehrlein",1,NA
"2016italy","pwehrlein",17,NA
"2016italy","nrosberg",1,NA
"2016italy","nrosberg",25,NA
"2010belgium","svettel",1,NA
"2010belgium","svettel",17,NA
"2010belgium","svettel",27,NA
"2010belgium","svettel",34,NA
"2010belgium","svettel",37,NA
"2010belgium","vpetrov",1,NA
"2010belgium","vpetrov",17,NA
"2010belgium","vpetrov",35,NA
"2010belgium","asutil",1,NA
"2010belgium","asutil",22,NA
"2010belgium","asutil",35,NA
"2010belgium","nhulkenberg",1,NA
"2010belgium","nhulkenberg",17,NA
"2010belgium","nhulkenberg",38,NA
"2010belgium","kkobayashi",1,NA
"2010belgium","kkobayashi",3,NA
"2010belgium","kkobayashi",35,NA
"2010belgium","sbuemi",1,NA
"2010belgium","sbuemi",2,NA
"2010belgium","sbuemi",4,NA
"2010belgium","sbuemi",34,NA
"2010belgium","sbuemi",38,NA
"2010belgium","jalguersuari",1,NA
"2010belgium","jalguersuari",3,NA
"2010belgium","jalguersuari",5,NA
"2010belgium","jalguersuari",35,NA
"2010belgium","mwebber",1,NA
"2010belgium","mwebber",23,NA
"2010belgium","mwebber",36,NA
"2010belgium","hkovalainen",1,NA
"2010belgium","hkovalainen",2,NA
"2010belgium","hkovalainen",4,NA
"2010belgium","hkovalainen",34,NA
"2010belgium","jtrulli",1,NA
"2010belgium","jtrulli",34,NA
"2010belgium","vliuzzi",1,NA
"2010belgium","vliuzzi",11,NA
"2010belgium","vliuzzi",26,NA
"2010belgium","vliuzzi",35,NA
"2010belgium","vliuzzi",38,NA
"2010belgium","tglock",1,NA
"2010belgium","tglock",2,NA
"2010belgium","tglock",3,NA
"2010belgium","tglock",33,NA
"2010belgium","lhamilton",1,NA
"2010belgium","lhamilton",25,NA
"2010belgium","lhamilton",36,NA
"2010belgium","pdelarosa",1,NA
"2010belgium","pdelarosa",2,NA
"2010belgium","pdelarosa",4,NA
"2010belgium","pdelarosa",35,NA
"2010belgium","pdelarosa",39,NA
"2010belgium","bsenna",1,NA
"2010belgium","bsenna",3,NA
"2010belgium","bsenna",4,NA
"2010belgium","jbutton",1,NA
"2010belgium","rkubica",1,NA
"2010belgium","rkubica",24,NA
"2010belgium","rkubica",36,NA
"2010belgium","falonso",1,NA
"2010belgium","falonso",2,NA
"2010belgium","falonso",5,NA
"2010belgium","falonso",35,NA
"2010belgium","ldigrassi",1,NA
"2010belgium","ldigrassi",34,NA
"2010belgium","syamamoto",1,NA
"2010belgium","syamamoto",14,NA
"2010belgium","syamamoto",33,NA
"2010belgium","fmassa",1,NA
"2010belgium","fmassa",24,NA
"2010belgium","fmassa",36,NA
"2010belgium","mschumacher",1,NA
"2010belgium","mschumacher",35,NA
"2010belgium","nrosberg",1,NA
"2010belgium","nrosberg",35,NA
"2016singapore","svettel",1,NA
"2016singapore","svettel",25,NA
"2016singapore","svettel",43,NA
"2016singapore","sperez",1,NA
"2016singapore","sperez",2,NA
"2016singapore","sperez",26,NA
"2016singapore","dricciardo",1,NA
"2016singapore","dricciardo",16,NA
"2016singapore","dricciardo",33,NA
"2016singapore","dricciardo",48,NA
"2016singapore","lhamilton",1,NA
"2016singapore","lhamilton",16,NA
"2016singapore","lhamilton",35,NA
"2016singapore","lhamilton",46,NA
"2016singapore","kraikkonen",1,NA
"2016singapore","kraikkonen",18,NA
"2016singapore","kraikkonen",34,NA
"2016singapore","kraikkonen",47,NA
"2016singapore","vbottas",1,NA
"2016singapore","vbottas",2,NA
"2016singapore","vbottas",16,NA
"2016singapore","vbottas",31,NA
"2016singapore","vbottas",33,NA
"2016singapore","jbutton",1,NA
"2016singapore","jbutton",2,NA
"2016singapore","jbutton",16,NA
"2016singapore","jbutton",28,NA
"2016singapore","egutierrez",1,NA
"2016singapore","egutierrez",19,NA
"2016singapore","egutierrez",37,NA
"2016singapore","dkvyat",1,NA
"2016singapore","dkvyat",16,NA
"2016singapore","dkvyat",38,NA
"2016singapore","falonso",1,NA
"2016singapore","falonso",15,NA
"2016singapore","falonso",35,NA
"2016singapore","mericsson",1,NA
"2016singapore","mericsson",9,NA
"2016singapore","mericsson",26,NA
"2016singapore","mericsson",37,NA
"2016singapore","kmagnussen",1,NA
"2016singapore","kmagnussen",18,NA
"2016singapore","kmagnussen",39,NA
"2016singapore","lnasr",1,NA
"2016singapore","lnasr",18,NA
"2016singapore","lnasr",36,NA
"2016singapore","fmassa",1,NA
"2016singapore","fmassa",17,NA
"2016singapore","fmassa",29,NA
"2016singapore","fmassa",44,NA
"2016singapore","mverstappen",1,NA
"2016singapore","mverstappen",14,NA
"2016singapore","mverstappen",28,NA
"2016singapore","mverstappen",45,NA
"2016singapore","eocon",1,NA
"2016singapore","eocon",20,NA
"2016singapore","eocon",35,NA
"2016singapore","eocon",46,NA
"2016singapore","csainz",1,NA
"2016singapore","csainz",8,NA
"2016singapore","csainz",28,NA
"2016singapore","csainz",49,NA
"2016singapore","jpalmer",1,NA
"2016singapore","jpalmer",12,NA
"2016singapore","jpalmer",35,NA
"2016singapore","pwehrlein",1,NA
"2016singapore","pwehrlein",19,NA
"2016singapore","pwehrlein",37,NA
"2016singapore","nrosberg",1,NA
"2016singapore","nrosberg",17,NA
"2016singapore","nrosberg",34,NA
"2016malaysia","nhulkenberg",1,NA
"2016malaysia","nhulkenberg",10,NA
"2016malaysia","nhulkenberg",29,NA
"2016malaysia","nhulkenberg",41,NA
"2016malaysia","sperez",1,NA
"2016malaysia","sperez",10,NA
"2016malaysia","sperez",33,NA
"2016malaysia","dricciardo",1,NA
"2016malaysia","dricciardo",22,NA
"2016malaysia","dricciardo",42,NA
"2016malaysia","lhamilton",1,NA
"2016malaysia","lhamilton",21,NA
"2016malaysia","rgrosjean",1,NA
"2016malaysia","kraikkonen",1,NA
"2016malaysia","kraikkonen",21,NA
"2016malaysia","kraikkonen",33,NA
"2016malaysia","kraikkonen",41,NA
"2016malaysia","vbottas",1,NA
"2016malaysia","vbottas",30,NA
"2016malaysia","jbutton",1,NA
"2016malaysia","jbutton",10,NA
"2016malaysia","jbutton",38,NA
"2016malaysia","egutierrez",1,NA
"2016malaysia","egutierrez",2,NA
"2016malaysia","egutierrez",23,NA
"2016malaysia","dkvyat",1,NA
"2016malaysia","dkvyat",2,NA
"2016malaysia","dkvyat",30,NA
"2016malaysia","dkvyat",41,NA
"2016malaysia","falonso",1,NA
"2016malaysia","falonso",10,NA
"2016malaysia","falonso",28,NA
"2016malaysia","falonso",41,NA
"2016malaysia","mericsson",1,NA
"2016malaysia","mericsson",22,NA
"2016malaysia","mericsson",38,NA
"2016malaysia","kmagnussen",1,NA
"2016malaysia","kmagnussen",2,NA
"2016malaysia","lnasr",1,NA
"2016malaysia","lnasr",33,NA
"2016malaysia","fmassa",1,NA
"2016malaysia","fmassa",2,NA
"2016malaysia","fmassa",7,NA
"2016malaysia","fmassa",32,NA
"2016malaysia","mverstappen",1,NA
"2016malaysia","mverstappen",10,NA
"2016malaysia","mverstappen",28,NA
"2016malaysia","mverstappen",42,NA
"2016malaysia","eocon",1,NA
"2016malaysia","eocon",13,NA
"2016malaysia","eocon",32,NA
"2016malaysia","csainz",1,NA
"2016malaysia","csainz",21,NA
"2016malaysia","csainz",38,NA
"2016malaysia","jpalmer",1,NA
"2016malaysia","jpalmer",32,NA
"2016malaysia","pwehrlein",1,NA
"2016malaysia","pwehrlein",10,NA
"2016malaysia","pwehrlein",31,NA
"2016malaysia","pwehrlein",42,NA
"2016malaysia","nrosberg",1,NA
"2016malaysia","nrosberg",10,NA
"2016malaysia","nrosberg",32,NA
"2016malaysia","nrosberg",42,NA
"2016japan","svettel",1,NA
"2016japan","svettel",13,NA
"2016japan","svettel",35,NA
"2016japan","nhulkenberg",1,NA
"2016japan","nhulkenberg",12,NA
"2016japan","nhulkenberg",29,NA
"2016japan","sperez",1,NA
"2016japan","sperez",13,NA
"2016japan","sperez",30,NA
"2016japan","dricciardo",1,NA
"2016japan","dricciardo",11,NA
"2016japan","dricciardo",33,NA
"2016japan","lhamilton",1,NA
"2016japan","lhamilton",14,NA
"2016japan","lhamilton",34,NA
"2016japan","rgrosjean",1,NA
"2016japan","rgrosjean",11,NA
"2016japan","rgrosjean",31,NA
"2016japan","kraikkonen",1,NA
"2016japan","kraikkonen",13,NA
"2016japan","kraikkonen",27,NA
"2016japan","vbottas",1,NA
"2016japan","vbottas",27,NA
"2016japan","jbutton",1,NA
"2016japan","jbutton",20,NA
"2016japan","jbutton",37,NA
"2016japan","egutierrez",1,NA
"2016japan","egutierrez",12,NA
"2016japan","egutierrez",29,NA
"2016japan","dkvyat",1,NA
"2016japan","dkvyat",11,NA
"2016japan","dkvyat",24,NA
"2016japan","falonso",1,NA
"2016japan","falonso",10,NA
"2016japan","falonso",28,NA
"2016japan","mericsson",1,NA
"2016japan","mericsson",27,NA
"2016japan","kmagnussen",1,NA
"2016japan","kmagnussen",26,NA
"2016japan","lnasr",1,NA
"2016japan","lnasr",26,NA
"2016japan","fmassa",1,NA
"2016japan","fmassa",25,NA
"2016japan","mverstappen",1,NA
"2016japan","mverstappen",11,NA
"2016japan","mverstappen",29,NA
"2016japan","eocon",1,NA
"2016japan","eocon",13,NA
"2016japan","eocon",32,NA
"2016japan","csainz",1,NA
"2016japan","csainz",14,NA
"2016japan","csainz",38,NA
"2016japan","jpalmer",1,NA
"2016japan","jpalmer",26,NA
"2016japan","pwehrlein",1,NA
"2016japan","pwehrlein",14,NA
"2016japan","pwehrlein",33,NA
"2016japan","nrosberg",1,NA
"2016japan","nrosberg",13,NA
"2016japan","nrosberg",30,NA
"2016usa","svettel",1,NA
"2016usa","svettel",15,NA
"2016usa","svettel",30,NA
"2016usa","svettel",54,NA
"2016usa","nhulkenberg",1,NA
"2016usa","sperez",1,NA
"2016usa","sperez",11,NA
"2016usa","sperez",28,NA
"2016usa","dricciardo",1,NA
"2016usa","dricciardo",9,NA
"2016usa","dricciardo",26,NA
"2016usa","lhamilton",1,NA
"2016usa","lhamilton",12,NA
"2016usa","lhamilton",32,NA
"2016usa","rgrosjean",1,NA
"2016usa","rgrosjean",11,NA
"2016usa","rgrosjean",28,NA
"2016usa","kraikkonen",1,NA
"2016usa","kraikkonen",9,NA
"2016usa","kraikkonen",25,NA
"2016usa","vbottas",1,NA
"2016usa","vbottas",2,NA
"2016usa","vbottas",21,NA
"2016usa","jbutton",1,NA
"2016usa","jbutton",11,NA
"2016usa","jbutton",29,NA
"2016usa","egutierrez",1,NA
"2016usa","egutierrez",14,NA
"2016usa","dkvyat",1,NA
"2016usa","dkvyat",22,NA
"2016usa","falonso",1,NA
"2016usa","falonso",12,NA
"2016usa","falonso",31,NA
"2016usa","mericsson",1,NA
"2016usa","mericsson",18,NA
"2016usa","kmagnussen",1,NA
"2016usa","kmagnussen",14,NA
"2016usa","kmagnussen",28,NA
"2016usa","kmagnussen",44,NA
"2016usa","lnasr",1,NA
"2016usa","lnasr",30,NA
"2016usa","fmassa",1,NA
"2016usa","fmassa",12,NA
"2016usa","fmassa",30,NA
"2016usa","fmassa",55,NA
"2016usa","mverstappen",1,NA
"2016usa","mverstappen",10,NA
"2016usa","mverstappen",27,NA
"2016usa","eocon",1,NA
"2016usa","eocon",18,NA
"2016usa","eocon",27,NA
"2016usa","eocon",45,NA
"2016usa","csainz",1,NA
"2016usa","csainz",12,NA
"2016usa","csainz",31,NA
"2016usa","jpalmer",1,NA
"2016usa","jpalmer",16,NA
"2016usa","jpalmer",27,NA
"2016usa","pwehrlein",1,NA
"2016usa","pwehrlein",14,NA
"2016usa","pwehrlein",31,NA
"2016usa","nrosberg",1,NA
"2016usa","nrosberg",11,NA
"2016usa","nrosberg",32,NA
"2016mexico","svettel",1,NA
"2016mexico","svettel",33,NA
"2016mexico","nhulkenberg",1,NA
"2016mexico","nhulkenberg",15,NA
"2016mexico","sperez",1,NA
"2016mexico","sperez",21,NA
"2016mexico","dricciardo",1,NA
"2016mexico","dricciardo",2,NA
"2016mexico","dricciardo",51,NA
"2016mexico","lhamilton",1,NA
"2016mexico","lhamilton",18,NA
"2016mexico","rgrosjean",1,NA
"2016mexico","rgrosjean",12,NA
"2016mexico","rgrosjean",51,NA
"2016mexico","kraikkonen",1,NA
"2016mexico","kraikkonen",21,NA
"2016mexico","kraikkonen",46,NA
"2016mexico","vbottas",1,NA
"2016mexico","vbottas",20,NA
"2016mexico","jbutton",1,NA
"2016mexico","jbutton",18,NA
"2016mexico","egutierrez",1,NA
"2016mexico","egutierrez",13,NA
"2016mexico","egutierrez",49,NA
"2016mexico","dkvyat",1,NA
"2016mexico","dkvyat",14,NA
"2016mexico","dkvyat",48,NA
"2016mexico","falonso",1,NA
"2016mexico","falonso",17,NA
"2016mexico","falonso",46,NA
"2016mexico","mericsson",1,NA
"2016mexico","mericsson",2,NA
"2016mexico","kmagnussen",1,NA
"2016mexico","kmagnussen",13,NA
"2016mexico","kmagnussen",52,NA
"2016mexico","lnasr",1,NA
"2016mexico","lnasr",50,NA
"2016mexico","fmassa",1,NA
"2016mexico","fmassa",15,NA
"2016mexico","mverstappen",1,NA
"2016mexico","mverstappen",13,NA
"2016mexico","eocon",1,NA
"2016mexico","eocon",16,NA
"2016mexico","csainz",1,NA
"2016mexico","csainz",13,NA
"2016mexico","jpalmer",1,NA
"2016mexico","jpalmer",2,NA
"2016mexico","nrosberg",1,NA
"2016mexico","nrosberg",21,NA
"2016brazil","svettel",1,NA
"2016brazil","svettel",11,NA
"2016brazil","svettel",22,NA
"2016brazil","svettel",30,NA
"2016brazil","nhulkenberg",1,NA
"2016brazil","nhulkenberg",22,NA
"2016brazil","nhulkenberg",23,NA
"2016brazil","nhulkenberg",30,NA
